# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 0
# model = altermu_model
# start_datetime = 2023-10-09 20:37:04 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = ../../programs/STAN/altermu/altermu.data.R
# init = 2 (Default)
# random
#   seed = 491906840 (Default)
# output
#   file = altermu.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3
# Adaptation terminated
# Step size = 0.0442594
# Diagonal elements of inverse mass matrix:
# 0.570695, 1.25469, 1.97845
-76.3225,0.998949,0.0442594,7,127,0,77.2225,-0.36237,-1.05242,0.929118
-78.8487,0.850431,0.0442594,4,27,0,80.5496,-0.627759,-0.629036,1.23505
-77.5875,0.978063,0.0442594,3,7,0,79.882,-0.631513,-0.87699,1.0873
-76.7283,0.997552,0.0442594,5,63,0,78.3746,-0.526198,0.171883,-0.346624
-76.7111,0.98246,0.0442594,5,39,0,78.1082,-0.324005,0.558745,-1.04942
-75.9502,0.930598,0.0442594,2,7,0,78.8041,-0.365714,0.633517,-0.994747
-76.2507,0.972223,0.0442594,5,59,0,76.9705,-0.0866698,0.82131,-0.363741
-76.5373,0.952272,0.0442594,5,39,0,78.7646,0.677053,-0.0711997,-0.655017
-76.6761,0.961725,0.0442594,5,63,0,77.9261,0.712465,-0.0178688,-0.56742
-76.0247,0.997201,0.0442594,3,15,0,76.8744,0.647671,-0.155399,-0.482938
-75.5468,0.997699,0.0442594,6,127,0,76.414,-0.272459,-0.257986,-0.0741527
-75.824,0.992453,0.0442594,5,59,0,77.3411,-0.162776,-0.958667,0.111136
-75.8834,0.991231,0.0442594,6,63,0,76.1776,-0.350382,-0.891697,0.638986
-76.9121,0.818837,0.0442594,2,3,0,78.3107,-0.392395,-0.940786,0.570256
-76.703,0.970134,0.0442594,4,23,0,78.3152,-0.665748,-0.632378,0.750439
-75.9106,0.933854,0.0442594,4,19,0,78.1708,-0.619343,-0.593134,0.817038
-75.8553,0.981249,0.0442594,6,63,0,76.5469,-0.225533,-0.998355,0.341243
-75.8909,0.999234,0.0442594,7,191,0,76.7511,0.69434,-0.255253,-0.871835
-76.3337,0.976872,0.0442594,6,63,0,76.7659,0.369293,-0.71899,-1.20235
-75.8851,0.999499,0.0442594,7,127,0,76.5353,0.0944413,-0.945359,-0.535303
-75.5596,0.986468,0.0442594,5,63,0,76.5334,-0.105694,-0.249639,-0.269253
-76.4783,0.977872,0.0442594,6,95,0,76.8099,-1.26461,-0.0494031,-0.269558
-76.1958,0.999554,0.0442594,7,127,0,76.8997,-0.510021,-0.870581,0.936721
-76.0723,0.992276,0.0442594,6,63,0,76.4942,-0.276091,-0.959586,0.579167
-78.2583,0.981684,0.0442594,6,63,0,78.9931,-0.609045,-1.20611,1.8739
-78.4221,0.940543,0.0442594,4,19,0,79.2174,-0.629559,-1.20729,1.78337
-77.8838,0.982866,0.0442594,6,63,0,80.5463,-0.459297,-1.48784,1.59242
-78.2096,0.931807,0.0442594,6,63,0,79.6431,-0.7068,-0.945883,1.83442
-77.143,0.999698,0.0442594,4,23,0,78.5243,-0.748025,-0.892628,1.59349
-77.4897,0.968274,0.0442594,2,7,0,77.7278,-0.757711,-0.913645,1.60951
-77.2041,0.990577,0.0442594,2,7,0,77.7233,-0.700284,-0.867818,1.61876
-77.3139,0.982367,0.0442594,3,7,0,77.6527,-0.711688,-0.963414,1.63916
-77.1093,1,0.0442594,2,7,0,77.3565,-0.686455,-0.96215,1.64792
-77.7278,0.913993,0.0442594,7,127,0,78.5026,1.66483,0.0365972,0.0943139
-78.4697,0.975405,0.0442594,6,63,0,79.3108,1.573,0.467649,1.7955
-77.1069,0.724633,0.0442594,5,63,0,79.9453,1.11944,0.475406,1.42624
-76.4972,0.533711,0.0442594,5,59,0,82.742,1.37386,0.0529076,0.0343159
-78.7997,0.726478,0.0442594,7,127,0,80.5529,0.324861,-1.61404,-1.66995
-77.2755,0.996957,0.0442594,6,63,0,79.2949,0.577532,-0.831908,-1.74215
-77.3686,0.922382,0.0442594,5,59,0,82.2486,-0.408259,-1.43572,1.52982
-76.8883,0.976634,0.0442594,6,127,0,78.2528,-1.06888,-0.57005,1.53559
-76.0924,0.996775,0.0442594,6,79,0,80.3552,-0.215469,0.884261,-0.947189
-77.5496,0.922094,0.0442594,6,127,0,79.2162,0.646421,1.08492,1.66278
-77.3118,0.992129,0.0442594,4,19,0,77.9389,0.730767,0.752817,1.51283
-77.9405,0.984347,0.0442594,6,127,0,79.368,-0.612753,0.883306,-1.8328
-75.7537,0.991009,0.0442594,6,63,0,78.2237,0.823858,0.178704,0.177012
-75.6759,0.997224,0.0442594,6,127,0,75.9315,0.529861,0.361975,0.309857
-79.2543,0.966801,0.0442594,6,127,0,80.6066,1.44158,0.547816,1.90179
-80.3723,0.588493,0.0442594,2,3,0,81.7358,1.42004,0.452855,1.904
-79.3187,0.841796,0.0442594,2,3,0,81.0677,1.44035,0.551212,1.89592
-79.8379,0.847858,0.0442594,4,27,0,80.9781,1.61308,0.477991,1.95224
-80.1097,0.698154,0.0442594,7,127,0,81.2929,0.0349402,-1.98006,-0.675414
-80.0067,0.999488,0.0442594,6,63,0,80.222,0.0897527,-1.97952,-0.703652
-79.5575,0.648656,0.0442594,3,11,0,81.5294,0.0583876,-1.9785,-0.678906
-78.3422,0.597239,0.0442594,6,67,0,81.6606,0.0531645,-1.90856,-0.718939
-79.8602,0.467509,0.0442594,3,11,0,82.6584,0.00848394,-1.88881,-0.671379
-79.2932,0.965828,0.0442594,6,95,0,82.9817,-1.75518,-0.393373,1.49937
-78.283,0.99265,0.0442594,7,127,0,78.9235,-1.71354,-0.34334,1.58349
-77.1582,0.935916,0.0442594,5,51,0,79.318,-1.58795,-0.146358,0.548316
-76.9281,0.219205,0.0442594,7,127,0,80.6044,-1.55441,-0.303306,1.13502
-78.9126,0.754558,0.0442594,6,63,0,80.117,-1.50963,-0.455122,1.87322
-79.3996,0.920558,0.0442594,5,31,0,79.6131,-1.5552,-0.508007,1.87973
-77.6027,0.830305,0.0442594,7,127,0,82.0703,-0.457172,1.09841,-1.677
-77.1414,0.983516,0.0442594,6,127,0,78.5475,-1.23039,-0.520894,1.52406
-76.1159,0.932685,0.0442594,5,63,0,77.8971,-0.869128,0.0348088,-0.264696
-75.6295,0.97917,0.0442594,5,55,0,77.9293,-0.635649,-0.153083,0.0082934
-75.5524,0.99611,0.0442594,6,79,0,75.8317,0.133918,0.164946,-0.202851
-75.9657,0.984136,0.0442594,5,47,0,76.6393,0.987972,-0.0701763,-0.442814
-76.1329,0.983367,0.0442594,6,125,0,76.4448,0.757115,-0.358469,-1.06016
-77.1726,0.871514,0.0442594,5,55,0,78.5221,0.408834,0.0645386,0.0531612
-76.9336,0.96405,0.0442594,3,15,0,79.0802,0.317759,0.0284022,-0.0187799
-76.4226,0.965238,0.0442594,4,23,0,79.1792,0.298867,0.530666,-0.0391102
-78.5926,0.982409,0.0442594,5,39,0,81.9096,-0.544191,0.734688,-1.76504
-77.5637,0.971412,0.0442594,2,3,0,79.3218,-0.604816,0.736998,-1.76153
-81.2303,0.827824,0.0442594,3,15,0,82.2895,-0.550275,0.584567,-1.73032
-81.8299,0.933491,0.0442594,3,15,0,84.1441,-0.867153,0.701745,-1.64826
-79.9659,0.974589,0.0442594,4,19,0,83.7759,-0.525947,0.503338,-1.51927
-77.7901,0.952033,0.0442594,4,31,0,81.9924,-0.748958,0.56474,-1.31137
-76.6259,0.995853,0.0442594,2,3,0,78.0236,-0.727016,0.50674,-1.28596
-76.4973,0.976353,0.0442594,3,15,0,77.4733,-0.6808,0.519687,-1.42317
-76.4232,0.997637,0.0442594,6,127,0,77.0746,-1.3884,-0.279971,0.845713
-76.2354,0.723954,0.0442594,5,47,0,79.6544,-1.10006,-0.0712416,0.0568511
-76.1133,0.992559,0.0442594,6,127,0,76.7748,0.395819,0.924472,0.69034
-75.5546,0.91703,0.0442594,5,39,0,77.905,-0.0586655,0.291584,-0.367801
-76.091,0.990038,0.0442594,5,39,0,76.3915,-0.0981965,0.680349,-0.366022
-76.7483,0.994387,0.0442594,6,127,0,77.0601,-0.853588,0.32346,-1.28855
-75.6419,0.899083,0.0442594,5,39,0,79.2493,-0.0535892,0.546983,-0.361764
-75.8019,0.998934,0.0442594,5,63,0,77.41,0.193817,0.0716403,-0.149264
-75.5927,0.997653,0.0442594,5,47,0,76.2039,0.0225933,0.450942,-0.310326
-76.0877,0.975723,0.0442594,4,23,0,76.5746,0.00318906,0.28743,-0.140517
-76.0507,0.994869,0.0442594,4,23,0,77.1684,0.140686,0.602016,-0.205666
-76.1436,0.997643,0.0442594,4,31,0,76.5443,0.288881,0.730109,0.168368
-76.841,0.978771,0.0442594,5,55,0,77.3026,-0.0255508,0.962712,-0.604824
-76.1053,0.936763,0.0442594,3,7,0,78.4256,-0.100798,0.976663,-0.701104
-76.7851,0.997343,0.0442594,6,63,0,77.0602,0.310705,1.4272,1.09918
-76.4171,0.980792,0.0442594,7,127,0,78.3582,1.37503,-0.126757,-0.865858
-76.6305,0.60604,0.0442594,7,127,0,78.5285,0.948745,0.312028,0.759607
-76.6305,0.674151,0.0442594,3,7,0,79.9408,0.948745,0.312028,0.759607
-77.1533,0.98745,0.0442594,5,43,0,77.6185,1.28221,0.398328,1.03019
-77.7007,0.970433,0.0442594,7,127,0,78.1583,1.65336,-0.101397,-1.00061
-77.8572,0.474055,0.0442594,5,63,0,81.3593,1.16626,-0.121971,-0.432961
-78.4995,0.891472,0.0442594,5,63,0,80.3235,1.16237,-0.247805,-0.833258
-76.1826,0.993867,0.0442594,6,127,0,78.8082,1.0972,0.109995,0.172132
-75.9289,0.993259,0.0442594,5,43,0,76.7922,0.965011,0.0493342,-0.0822465
-76.1658,0.985412,0.0442594,6,63,0,76.4704,1.01852,-0.221834,-1.0189
-76.4459,0.989382,0.0442594,5,63,0,77.0461,1.47795,0.203095,0.555847
-76.1933,0.842712,0.0442594,7,127,0,77.6374,-0.433912,-0.875271,0.710342
-76.5415,0.949163,0.0442594,5,63,0,77.7186,-0.119141,-1.13082,-0.0852315
-76.0501,0.999668,0.0442594,6,63,0,76.75,-0.545011,-0.370978,0.148217
-76.1428,0.907963,0.0442594,2,3,0,77.4235,-0.547415,-0.405736,0.19492
-78.2172,0.975603,0.0442594,5,43,0,79.5582,-1.14204,-0.657952,1.85182
-77.6742,0.931515,0.0442594,7,127,0,79.2281,-0.17888,1.63308,-1.32973
-77.3264,0.998771,0.0442594,5,31,0,77.8292,-0.194185,1.47515,-1.31196
-76.9128,1,0.0442594,2,3,0,77.3025,-0.23064,1.46347,-1.30461
-77.3182,0.930064,0.0442594,3,7,0,77.6031,-0.255138,1.45003,-1.26756
-76.2637,0.994822,0.0442594,6,127,0,78.2743,0.340971,1.02203,0.83614
-77.4482,0.962148,0.0442594,7,127,0,78.5974,-1.07836,0.314159,-1.51102
-75.7615,0.993119,0.0442594,6,75,0,77.8643,-0.195115,-0.899005,0.197529
-75.7573,0.991413,0.0442594,7,127,0,75.9733,-0.391909,-0.582329,0.301594
-75.6753,0.967247,0.0442594,4,31,0,76.8639,-0.249326,-0.538243,0.15349
-75.6549,0.987792,0.0442594,5,63,0,76.4365,-0.0678644,-0.155355,-0.195179
-75.7342,0.977335,0.0442594,5,39,0,77.9883,0.126992,0.361226,-0.269263
-76.818,0.951065,0.0442594,2,3,0,76.9742,0.128214,0.379481,-0.414065
-76.4002,0.99352,0.0442594,5,31,0,79.4074,-0.260485,-1.20534,0.741944
-76.1146,0.966152,0.0442594,4,23,0,76.9694,-0.293945,-1.13257,0.625906
-76.2742,0.962155,0.0442594,6,63,0,77.9053,0.398792,-0.196227,-0.716612
-76.7162,0.970409,0.0442594,3,15,0,78.0856,0.297904,-0.0992348,-0.633016
-76.0161,0.989634,0.0442594,5,51,0,78.038,-0.161282,-1.16189,0.301835
-77.0779,0.917859,0.0442594,3,11,0,77.2817,-0.247246,-1.25737,0.398499
-76.1376,0.947604,0.0442594,5,63,0,78.6765,-1.13567,-0.0378324,-0.076033
-76.908,0.900529,0.0442594,5,41,0,77.7001,-1.59126,0.114727,-0.761819
-77.8074,0.995037,0.0442594,6,103,0,79.6133,-0.430846,-1.48271,1.68486
-77.2776,0.990724,0.0442594,7,127,0,78.5962,0.594813,-0.745812,-1.7199
-75.6031,0.980774,0.0442594,6,127,0,77.8144,-0.500078,-0.316957,0.144438
-75.8156,0.977144,0.0442594,6,63,0,76.409,-0.0746698,0.691024,-0.53838
-76.4395,0.963385,0.0442594,3,7,0,76.8081,-0.0817449,0.669428,-0.661855
-76.1819,0.973666,0.0442594,2,3,0,77.0724,-0.0943657,0.720449,-0.65939
-76.1288,0.950042,0.0442594,6,127,0,79.6858,-0.33917,-0.873013,0.686851
-76.052,0.998959,0.0442594,7,127,0,76.3857,-0.632211,-0.539841,0.805611
-76.1083,0.996285,0.0442594,6,63,0,76.5054,-0.971586,-0.434243,0.952337
-76.9531,0.899762,0.0442594,6,63,0,78.7132,-0.192738,1.55081,-1.1611
-76.9631,0.810224,0.0442594,6,127,0,80.8053,0.155655,1.66611,0.549869
-77.7208,0.950026,0.0442594,4,27,0,78.3479,0.206447,1.798,0.665124
-77.3523,0.981931,0.0442594,4,27,0,78.3799,0.169399,1.78789,0.652441
-77.9783,0.733782,0.0442594,3,11,0,79.1217,0.180343,1.72433,0.396103
-77.078,1,0.0442594,1,3,0,77.6938,0.154448,1.72584,0.415037
-76.9738,0.999615,0.0442594,6,127,0,77.9067,0.451811,1.26321,1.46222
-77.2281,0.968296,0.0442594,6,79,0,77.9888,0.489683,-0.803213,-1.62395
-75.9327,0.990594,0.0442594,5,39,0,77.713,0.251089,-0.741636,-0.901966
-76.883,0.957123,0.0442594,4,27,0,78.1917,0.305935,-0.888463,-0.917834
-76.735,0.978833,0.0442594,7,255,0,78.3347,-1.08114,0.0789918,-0.755716
-76.7695,0.69203,0.0442594,2,7,0,79.7689,-1.02024,0.0683539,-0.721281
-76.4358,0.995503,0.0442594,4,23,0,77.194,-0.972777,0.125313,-0.507324
-76.0689,0.994643,0.0442594,4,31,0,76.9892,-0.717441,-0.132001,-0.171634
-76.5725,0.996721,0.0442594,5,63,0,78.7792,-0.451522,0.861887,-1.43708
-75.9227,0.966405,0.0442594,6,127,0,77.66,0.228648,0.555171,-0.0589452
-76.2264,0.995903,0.0442594,5,47,0,76.9848,0.384282,0.974487,0.901164
-76.1572,0.993292,0.0442594,6,127,0,76.5314,0.203499,1.06193,0.21695
-75.855,0.99853,0.0442594,5,47,0,77.1717,0.0969444,0.670291,-0.221151
-75.8509,0.991358,0.0442594,5,47,0,77.2307,0.192921,-0.384849,-0.632796
-75.6615,0.992102,0.0442594,5,51,0,76.6912,-0.447074,-0.352452,0.21867
-76.1445,0.99206,0.0442594,6,127,0,76.7546,-1.29013,-0.150999,0.320736
-76.8648,0.959775,0.0442594,6,99,0,77.366,0.178738,-1.51659,-1.15994
-78.9901,0.889968,0.0442594,7,127,0,80.0411,1.7592,0.184769,0.952041
-77.1343,0.533587,0.0442594,4,27,0,80.4685,1.59647,0.198985,0.780728
-76.5991,0.991966,0.0442594,7,127,0,78.076,0.723628,0.809199,1.43237
-76.8124,0.992291,0.0442594,6,63,0,77.1925,0.926537,0.650523,1.52727
-77.7265,0.91687,0.0442594,6,63,0,78.5976,0.48136,1.22608,1.62326
-78.41,0.934795,0.0442594,6,127,0,79.7461,1.3619,0.298588,0.581369
-76.5659,1,0.0442594,3,11,0,77.9446,1.31807,0.212425,0.657417
-76.242,0.996097,0.0442594,7,127,0,76.9281,-0.524587,0.596081,-1.17052
-77.4963,0.980593,0.0442594,6,127,0,78.2598,-0.766288,-0.892026,1.56643
-78.2235,0.913913,0.0442594,3,15,0,79.479,-0.789981,-0.881598,1.51067
-78.085,1,0.0442594,3,7,0,78.4602,-0.796279,-0.872137,1.51938
-77.784,0.981361,0.0442594,4,31,0,79.979,-0.755427,-0.617823,1.3505
-76.2041,0.933829,0.0442594,4,19,0,79.5908,-0.642234,-0.747671,1.14742
-76.5412,0.988467,0.0442594,7,187,0,77.3622,0.255718,-1.1302,-1.24793
-76.5011,0.999304,0.0442594,5,31,0,76.606,0.231213,-1.17323,-1.18879
-77.2245,0.980009,0.0442594,6,71,0,79.6253,-0.856026,0.334628,-1.37224
-76.1105,0.935109,0.0442594,7,127,0,78.8535,-0.497031,-0.694781,0.826732
-76.3476,0.994364,0.0442594,7,127,0,76.6619,-1.25022,0.148069,-0.782237
-75.9099,0.961849,0.0442594,6,63,0,76.7447,-0.746658,0.221138,-0.742493
-76.002,0.997678,0.0442594,6,63,0,76.7953,-0.946667,-0.365041,0.764648
-76.1084,0.946939,0.0442594,6,63,0,76.5621,-0.556752,-0.64621,0.647057
-77.8964,0.930194,0.0442594,5,35,0,79.0947,-0.406475,-0.888609,1.06887
-78.1089,0.896046,0.0442594,3,15,0,81.6238,-0.625436,-0.745605,0.75732
-76.5966,1,0.0442594,2,7,0,78.0472,-0.53845,-0.647891,0.91543
-76.2606,0.999161,0.0442594,3,7,0,76.7201,-0.54747,-0.814959,0.918397
-76.2148,0.997107,0.0442594,6,63,0,76.9696,-0.821981,-0.561003,1.11525
-76.83,0.902038,0.0442594,7,127,0,79.1599,1.16887,-0.342713,-1.48115
-77.0753,0.978847,0.0442594,6,127,0,78.5121,1.13316,0.537828,1.5757
-77.3819,0.864938,0.0442594,6,63,0,78.8103,1.59761,0.292927,1.21619
-77.3194,0.990186,0.0442594,7,127,0,77.9298,1.59239,-0.237798,-1.40806
-77.3495,0.781873,0.0442594,5,31,0,78.0389,1.57493,-0.211869,-1.39199
-75.7642,0.959858,0.0442594,6,127,0,77.6927,0.253102,0.275707,0.00569529
-75.8899,0.998851,0.0442594,6,63,0,76.0799,-0.121592,0.730079,-0.654593
-75.7845,0.999096,0.0442594,7,143,0,76.1375,-0.503036,0.051474,-0.477954
-78.2698,0.946376,0.0442594,7,255,0,78.7897,-1.89273,-0.201181,0.924803
-78.6534,0.974759,0.0442594,7,127,0,78.9988,-1.90336,0.132673,-1.18383
-82.9623,0.152159,0.0442594,6,127,0,85.5971,-1.7911,-0.139663,0.963123
-76.2872,1,0.0442594,7,127,0,80.8481,-0.855477,0.348127,-1.24166
-79.329,0.930903,0.0442594,6,127,0,79.7749,-0.194264,-1.88917,1.03374
-76.7023,0.991998,0.0442594,7,191,0,80.1191,-0.97054,-0.578326,1.24929
-76.3643,0.992514,0.0442594,7,127,0,77.4311,-0.0621974,-1.18699,0.0525331
-75.9793,0.996103,0.0442594,6,79,0,76.7211,-1.12174,-0.0317326,-0.261723
-76.0343,0.99741,0.0442594,4,19,0,76.0794,-1.17994,0.0190134,-0.421726
-76.1807,0.822914,0.0442594,2,3,0,76.7976,-1.19813,0.00648978,-0.425694
-78.5951,0.744988,0.0442594,6,127,0,79.704,-0.447727,0.913624,-1.77989
-77.8298,1,0.0442594,2,7,0,78.8022,-0.530304,1.00205,-1.79971
-77.9136,0.97833,0.0442594,4,23,0,79.099,-0.567167,0.947553,-1.77365
-77.407,0.980633,0.0442594,6,63,0,78.7277,-0.916603,0.492326,-1.74123
-77.6461,0.961237,0.0442594,6,63,0,78.0943,-0.763238,0.58931,-1.77656
-77.8947,0.950775,0.0442594,6,127,0,79.4507,-1.50426,0.325525,-1.73206
-77.9427,0.544277,0.0442594,2,3,0,79.2285,-1.49717,0.301332,-1.7356
-79.4388,0.855023,0.0442594,5,33,0,79.9811,-1.6477,0.346889,-1.90079
-76.3335,0.998517,0.0442594,6,63,0,80.1631,-1.01934,0.285293,-1.11275
-76.2758,0.827605,0.0442594,6,127,0,79.0251,-0.607752,0.411101,-1.15997
-77.7902,0.987627,0.0442594,5,47,0,78.8831,-0.599516,0.879103,-1.73099
-79.2313,0.941247,0.0442594,4,31,0,82.1144,-0.628868,0.714717,-1.89623
-77.538,0.968881,0.0442594,6,127,0,80.7994,-1.15652,-0.326292,1.06782
-80.4068,0.686435,0.0442594,2,7,0,80.9318,-1.14156,-0.506475,0.968091
-77.8803,1,0.0442594,2,3,0,80.0606,-1.08685,-0.312625,0.997618
-76.4999,1,0.0442594,5,59,0,78.6285,0.078224,-0.698013,-0.667626
-77.565,0.964051,0.0442594,4,23,0,78.2946,0.139649,-0.85633,-0.369374
-80.3268,0.869583,0.0442594,3,15,0,82.7388,0.168333,-0.73565,-0.200486
-80.0924,1,0.0442594,4,15,0,81.3849,0.0574488,-0.496355,-0.861409
-77.1112,0.990944,0.0442594,2,7,0,80.343,0.0933915,-0.579535,-0.735306
-75.7836,0.99399,0.0442594,5,31,0,78.1448,0.785451,0.181648,0.184465
-78.5621,0.998783,0.0442594,6,127,0,80.9089,1.11623,0.679104,1.90777
-77.2725,0.952963,0.0442594,7,127,0,79.9984,1.57878,-0.030608,-0.264963
-76.7293,0.990301,0.0442594,5,55,0,78.1609,1.40111,0.141061,0.433767
-78.0189,0.977051,0.0442594,6,127,0,78.8672,1.75249,-0.0899164,-0.570977
-80.3169,0.909155,0.0442594,6,71,0,80.5511,1.97483,0.110843,0.56469
-79.5066,0.133627,0.0442594,7,151,0,83.942,1.91076,-0.247703,-1.58065
-79.5248,0.999922,0.0442594,6,63,0,80.2613,1.8638,-0.253909,-1.81218
-76.3042,0.923551,0.0442594,6,127,0,80.5196,1.42623,-0.0162496,-0.407955
-78.5139,0.997683,0.0442594,6,127,0,79.1242,1.8969,0.292325,1.31698
-78.9498,0.962894,0.0442594,6,63,0,79.0174,1.89453,0.319766,1.5682
-78.4938,0.614423,0.0442594,6,63,0,79.9063,1.79591,0.368947,1.55943
-79.5959,0.977047,0.0442594,7,127,0,80.6501,1.60007,-0.352688,-1.94062
-79.6742,0.604954,0.0442594,2,3,0,80.4477,1.60105,-0.318099,-1.93865
-79.7337,0.462195,0.0442594,7,127,0,82.6549,1.17931,-0.466,-1.97368
-79.7786,0.938097,0.0442594,6,63,0,80.7687,0.594734,-0.859166,-1.97156
-80.4219,0.986619,0.0442594,7,127,0,81.26,-1.29988,-0.541308,1.97217
-78.0427,0.914708,0.0442594,6,127,0,83.8767,-1.78994,0.133746,-0.849085
-76.5331,0.774736,0.0442594,7,127,0,79.518,-0.826708,0.187706,-0.94443
-75.9073,0.942215,0.0442594,4,23,0,77.5385,-0.584744,0.346805,-0.946406
-75.5584,0.999758,0.0442594,7,127,0,76.054,0.020319,0.229891,-0.256974
-75.7531,0.996663,0.0442594,5,63,0,75.8826,-0.369192,0.217049,-0.465421
-75.7198,0.988183,0.0442594,3,15,0,76.3764,-0.289865,0.174441,-0.374653
-77.3387,0.991158,0.0442594,6,71,0,77.6471,-0.289192,1.20921,-1.51045
-77.3157,0.996694,0.0442594,6,63,0,78.2347,0.858345,-0.452155,-1.6216
-76.1535,0.977881,0.0442594,6,127,0,78.2029,0.785492,0.329664,0.597572
-77.5355,0.944412,0.0442594,4,23,0,77.93,1.16326,0.42226,0.9063
-76.6584,0.995023,0.0442594,2,7,0,77.575,1.18597,0.304973,0.919132
-78.8774,0.483729,0.0442594,1,1,0,78.8883,1.18315,0.24766,0.931238
-78.1959,0.959661,0.0442594,6,63,0,81.0021,-0.148555,1.78286,-1.26542
-77.4266,0.987105,0.0442594,6,63,0,78.739,0.156456,1.82135,0.511831
-78.644,0.637065,0.0442594,2,7,0,79.4161,0.125678,1.82284,0.620134
-75.9511,0.985552,0.0442594,6,63,0,79.0643,-0.728863,0.167575,-0.57709
-76.1887,0.999269,0.0442594,6,127,0,76.6042,-0.922305,-0.470516,1.03701
-76.9797,0.999376,0.0442594,6,63,0,78.1088,-0.487817,-1.21679,1.51164
-77.8491,0.997241,0.0442594,6,95,0,79.7479,-0.882005,0.585606,-1.85349
-78.295,0.860451,0.0442594,3,7,0,79.2184,-0.878789,0.640171,-1.85721
-79.1408,0.952665,0.0442594,6,63,0,80.2419,-1.51555,0.268177,-1.76957
-77.2715,0.994254,0.0442594,7,127,0,80.2208,0.250296,1.67917,0.830574
-76.1883,0.999825,0.0442594,5,43,0,77.4801,0.181426,1.34432,0.422317
-76.4783,0.923017,0.0442594,6,127,0,77.8252,-1.42093,0.0227457,-0.501416
-77.1742,0.998053,0.0442594,6,119,0,77.4199,-1.33873,0.287666,-1.53491
-76.1661,0.85524,0.0442594,6,127,0,78.2237,-0.499973,-0.625159,0.754181
-75.586,0.992257,0.0442594,4,31,0,76.68,-0.381941,-0.364518,0.130581
-75.7017,0.982484,0.0442594,5,39,0,76.3635,-0.63302,-0.231575,0.18778
-75.729,0.886521,0.0442594,3,7,0,77.601,-0.719404,-0.235926,0.139735
-76.4164,0.999976,0.0442594,6,63,0,76.5853,-0.51626,0.710051,-1.37298
-75.6546,0.962799,0.0442594,7,255,0,78.3128,0.0606255,-0.580944,-0.441698
-75.6223,0.988739,0.0442594,3,7,0,76.0291,0.0464927,-0.526572,-0.356204
-76.1034,0.992475,0.0442594,5,63,0,76.7537,-0.661026,0.425328,-1.15881
-77.5885,0.952938,0.0442594,6,127,0,78.9025,-0.104348,1.47843,-0.531612
-76.1378,0.994879,0.0442594,6,63,0,78.2465,-0.787408,0.081077,-0.356979
-76.7376,0.999987,0.0442594,6,63,0,77.2393,-0.284751,1.23041,-1.27144
-76.2436,0.993224,0.0442594,5,31,0,76.9149,-0.114909,1.18657,-0.792089
-77.3999,0.990247,0.0442594,6,75,0,78.0432,-0.986912,-0.690159,1.73898
-78.593,0.97537,0.0442594,6,95,0,83.6698,0.586198,-0.915304,-1.92991
-76.384,0.94506,0.0442594,6,79,0,81.4259,0.991312,0.367398,0.632814
-77.0712,0.946032,0.0442594,3,11,0,77.3188,1.00051,0.273339,0.742325
-75.7628,0.989212,0.0442594,6,99,0,80.512,0.280449,-0.523616,-0.763767
-77.7706,0.954822,0.0442594,5,39,0,79.2933,0.418929,-0.612634,-1.35313
-76.6826,0.980978,0.0442594,5,47,0,80.5124,-0.136522,-0.644293,-0.276451
-76.5004,0.998292,0.0442594,3,15,0,77.0145,-0.0691042,-0.686859,0.0394258
-75.9419,0.918707,0.0442594,5,55,0,79.8476,-1.03191,-0.0895323,0.0415441
-77.5681,0.972496,0.0442594,7,127,0,77.8774,1.79465,0.0585399,0.139347
-77.5681,0.0690368,0.0442594,1,1,0,79.4499,1.79465,0.0585399,0.139347
-78.7244,0.999969,0.0442594,7,127,0,80.293,0.969487,0.785866,1.9279
-79.3196,0.855171,0.0442594,3,7,0,80.4005,1.01046,0.671399,1.9196
-76.7861,0.988952,0.0442594,5,55,0,81.913,0.415788,1.22269,1.07499
-76.2823,0.999685,0.0442594,3,11,0,76.8754,0.357727,1.16031,0.97163
-76.1226,0.994102,0.0442594,6,63,0,76.4747,0.197194,1.20399,0.464064
-76.7289,0.928159,0.0442594,2,3,0,76.8573,0.174825,1.20271,0.503465
-76.5293,0.973443,0.0442594,6,63,0,77.9517,1.05507,0.503461,1.19652
