# stan_version_major = 2
# stan_version_minor = 32
# stan_version_patch = 0
# model = altermu_model
# start_datetime = 2023-10-09 20:37:04 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = ../../programs/STAN/altermu/altermu.data.R
# init = 2 (Default)
# random
#   seed = 491906840 (Default)
# output
#   file = altermu.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.32.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,mu.3
# Adaptation terminated
# Step size = 0.0442594
# Diagonal elements of inverse mass matrix:
# 0.570695, 1.25469, 1.97845
-80.7049,0.865577,0.0442594,6,107,0,84.6022,1.97592,0.198536,1.09042
-81.0409,0.916997,0.0442594,6,127,0,85.4058,1.94876,-0.278194,-1.70095
-80.1812,0.900926,0.0442594,6,63,0,81.7331,1.94068,0.0290477,-0.435835
-80.8435,0.297076,0.0442594,6,127,0,83.2067,1.7682,0.304591,1.65912
-78.2543,0.94314,0.0442594,5,35,0,80.9231,1.46476,0.148318,0.642327
-76.3145,0.993376,0.0442594,6,127,0,79.543,0.5383,0.896774,1.18244
-76.8924,0.888046,0.0442594,3,7,0,78.2168,0.480675,0.976404,1.25618
-77.2907,0.987049,0.0442594,4,31,0,78.3033,0.484141,0.975423,1.3108
-76.0159,0.990496,0.0442594,5,63,0,78.6596,0.677221,-0.0980031,-0.62856
-76.273,0.96825,0.0442594,2,3,0,76.4985,0.674248,-0.0704311,-0.618554
-76.9194,0.945035,0.0442594,5,59,0,79.2214,0.970257,-0.164071,-0.56075
-76.2916,0.999874,0.0442594,6,63,0,77.176,-0.00150343,-0.828643,-0.13591
-77.2222,0.860694,0.0442594,5,51,0,81.556,-0.0437738,-0.282168,-0.559141
-77.5088,0.99597,0.0442594,3,15,0,77.668,0.0391947,-0.413415,-0.0465782
-77.2247,0.992507,0.0442594,4,31,0,78.9626,0.198402,-0.445788,-0.846642
-77.4244,0.996684,0.0442594,5,35,0,77.8991,0.122765,0.823399,-0.300242
-75.7467,0.986271,0.0442594,5,39,0,78.3929,0.418069,0.514176,0.399598
-76.0881,0.977554,0.0442594,5,63,0,77.3888,0.00129763,0.822885,-0.169067
-76.4128,0.994061,0.0442594,7,127,0,76.6281,-0.59039,-0.48535,0.722113
-76.2142,0.999856,0.0442594,5,55,0,76.6726,-0.625807,-0.113848,-0.269255
-76.1394,0.979877,0.0442594,5,55,0,77.9619,-0.448331,-0.557318,0.580948
-75.9528,0.992811,0.0442594,6,63,0,76.5519,-1.00027,-0.235832,0.458758
-76.0639,0.988917,0.0442594,7,127,0,77.6769,0.641827,0.688556,1.01506
-77.0855,0.92508,0.0442594,3,15,0,77.6437,0.578164,0.607836,0.977421
-77.2064,0.997719,0.0442594,4,23,0,78.2104,0.610461,1.03194,1.41301
-77.65,0.993108,0.0442594,5,31,0,78.1265,0.896382,0.79133,1.65391
-76.3818,0.895151,0.0442594,5,59,0,80.9936,0.840088,0.624899,1.19133
-75.6583,0.99571,0.0442594,6,119,0,77.9876,0.122671,0.433684,-0.221371
-75.806,0.994208,0.0442594,4,31,0,76.9278,-0.050368,0.74941,-0.489451
-78.0704,0.960838,0.0442594,6,63,0,78.3889,-0.485605,1.05917,-1.62897
-77.7445,0.994094,0.0442594,3,15,0,78.6652,-0.364953,0.96788,-1.58286
-77.637,0.890553,0.0442594,5,63,0,81.0859,-0.666149,0.782137,-1.80123
-78.4199,0.970558,0.0442594,4,27,0,80.0346,-0.796997,0.615952,-1.89767
-76.0829,0.988655,0.0442594,5,47,0,79.4573,-0.588791,0.234762,-0.8421
-76.3744,0.987593,0.0442594,6,127,0,77.0444,0.949172,0.06632,-0.293624
-77.4471,0.925335,0.0442594,2,3,0,77.4562,0.949314,0.100892,-0.311678
-75.7953,0.97802,0.0442594,4,27,0,78.3667,0.761541,0.114311,-0.129894
-75.5502,0.932359,0.0442594,6,127,0,78.2621,0.0603726,0.0677652,-0.334377
-76.2049,0.93874,0.0442594,3,15,0,78.8053,0.0976262,0.0964247,-0.463332
-75.6885,0.99799,0.0442594,5,39,0,76.653,0.174092,0.659055,0.0880838
-75.6144,0.999891,0.0442594,5,39,0,75.8112,0.197544,0.512621,-0.0508528
-75.9236,0.996317,0.0442594,6,79,0,76.3507,-0.0931293,1.00748,-0.614089
-77.0836,0.939451,0.0442594,7,191,0,78.1993,-1.02788,-0.58529,1.32724
-77.5448,0.878059,0.0442594,7,127,0,79.3936,-0.154203,-1.04159,-0.121627
-77.6008,0.970462,0.0442594,4,23,0,79.4578,0.00714015,-1.47181,-0.0899424
-78.7444,0.911873,0.0442594,5,47,0,81.6017,-0.15235,-1.91081,0.375414
-75.6513,0.988996,0.0442594,6,87,0,79.7169,-0.112557,-0.401592,-0.102624
-75.738,0.984655,0.0442594,6,71,0,76.9386,0.632409,-0.176801,-0.620079
-75.5232,0.999942,0.0442594,6,127,0,75.827,-0.0507893,-0.14907,-0.277351
-75.6845,0.982816,0.0442594,5,47,0,76.7882,0.202489,0.468469,-0.103479
-76.5245,0.979255,0.0442594,5,43,0,77.2758,0.871801,0.170205,-0.0660684
-76.1978,0.989633,0.0442594,4,31,0,77.1402,0.737909,0.0275989,-0.0853876
-75.6517,0.954759,0.0442594,5,51,0,77.9001,0.608563,0.28149,0.232317
-76.9988,0.995609,0.0442594,6,127,0,77.0988,-0.26628,1.38639,-1.44497
-76.397,0.960141,0.0442594,6,127,0,79.5887,-1.30613,0.00696017,-0.216167
-76.6105,0.966183,0.0442594,6,63,0,76.9515,-1.46462,-0.230662,0.777902
-77.9645,0.804489,0.0442594,7,127,0,79.1876,-0.350547,1.29465,-1.77988
-78.3242,0.918106,0.0442594,4,31,0,79.93,-0.308113,1.17945,-1.64379
-77.3898,0.999766,0.0442594,3,7,0,78.2972,-0.378551,1.23337,-1.59034
-77.1181,0.994172,0.0442594,3,7,0,77.5663,-0.331063,1.28203,-1.58219
-76.6019,0.961909,0.0442594,7,127,0,77.9069,1.09082,0.510494,1.2944
-76.4528,0.675336,0.0442594,6,67,0,79.6481,-0.440591,0.829607,-1.38792
-76.5614,0.977735,0.0442594,7,255,0,77.5724,0.695177,0.829247,1.35689
-76.9493,0.999599,0.0442594,4,23,0,77.1571,0.731119,0.88227,1.58698
-75.7145,0.887369,0.0442594,5,63,0,80.1155,-0.526919,0.204257,-0.656889
-78.5177,0.995724,0.0442594,6,127,0,80.1508,-0.82388,0.680522,-1.91609
-77.3997,0.998894,0.0442594,6,63,0,78.8583,-0.463459,0.992919,-1.74423
-79.1635,0.774611,0.0442594,4,23,0,83.4492,-0.619139,0.438399,-1.49025
-77.3208,1,0.0442594,3,7,0,79.4026,-0.604225,0.51732,-1.4559
-78.1789,0.985978,0.0442594,4,23,0,79.1255,-0.681087,0.575676,-1.71827
-77.8894,0.914192,0.0442594,6,63,0,82.115,-0.359881,1.36276,-1.79403
-77.838,0.999971,0.0442594,4,15,0,77.8973,-0.360129,1.3668,-1.78183
-78.167,0.909308,0.0442594,7,127,0,79.2477,1.75677,0.153932,0.263985
-77.6065,0.929542,0.0442594,6,63,0,78.5792,1.77275,0.2051,0.64082
-76.373,0.909424,0.0442594,7,191,0,78.6912,-1.27142,-0.159422,0.41391
-76.6693,0.954269,0.0442594,6,127,0,77.7469,-1.62504,-0.0857014,0.148756
-76.6693,0.113718,0.0442594,1,1,0,78.1934,-1.62504,-0.0857014,0.148756
-75.646,0.816111,0.0442594,6,127,0,78.8612,-0.498027,0.0644238,-0.445458
-77.0404,0.994141,0.0442594,7,191,0,77.2102,1.74477,0.0762835,0.0360627
-78.9007,0.42205,0.0442594,3,15,0,79.5466,1.76335,0.0350278,0.17654
-78.1639,0.706398,0.0442594,3,9,0,78.9641,1.76212,0.0365067,0.116677
-77.9882,0.776326,0.0442594,6,63,0,78.7635,1.75718,-0.11124,-1.07009
-77.6575,0.597035,0.0442594,3,15,0,78.649,1.78315,-0.171051,-1.17131
-77.6937,0.864127,0.0442594,6,127,0,79.0121,1.84393,0.0235025,-0.073482
-77.9908,0.697919,0.0442594,7,191,0,80.1591,-1.88684,-0.185777,0.677187
-76.8594,0.999947,0.0442594,7,127,0,80.296,-0.0165519,-1.70266,-0.209097
-75.8217,0.961028,0.0442594,6,63,0,77.2318,0.15882,-0.682371,-0.68841
-75.9986,0.992269,0.0442594,6,95,0,78.3525,1.09487,-0.0783428,-0.519678
-76.2528,0.869036,0.0442594,3,15,0,77.031,1.18286,-0.0869014,-0.513737
-76.738,0.996186,0.0442594,7,191,0,77.8028,-0.518979,-1.08933,1.42879
-76.8106,0.996578,0.0442594,6,63,0,77.0153,-0.447983,-1.27181,1.39939
-77.2111,0.945484,0.0442594,6,63,0,78.4587,-0.0359535,-1.52377,-0.343558
-76.1844,0.777134,0.0442594,6,63,0,80.2574,0.336895,-0.831271,-1.1724
-75.9232,0.98921,0.0442594,6,79,0,77.015,0.660292,0.391738,0.55833
-75.6977,0.978101,0.0442594,5,51,0,76.8765,0.168694,0.389028,-0.199823
-75.6413,0.991229,0.0442594,4,31,0,76.6474,0.26587,0.631761,0.172214
-76.3942,0.967935,0.0442594,6,67,0,77.4201,0.461903,-0.390697,-1.00895
-76.0665,0.990079,0.0442594,6,63,0,76.8555,1.04991,0.0778556,0.0401609
-77.3707,0.889707,0.0442594,6,127,0,79.185,0.362468,-1.28515,-1.62235
-77.5,0.780936,0.0442594,2,3,0,79.9046,0.353803,-1.32976,-1.60897
-76.6298,0.919226,0.0442594,7,127,0,78.7965,0.0172336,-1.07132,-0.171091
-80.4623,0.867712,0.0442594,6,91,0,83.7614,0.0802195,1.94444,-0.158418
-77.9402,0.86263,0.0442594,5,51,0,81.8187,-0.0204393,1.86448,-0.299455
-77.671,0.997041,0.0442594,6,127,0,78.5039,-0.154,1.75272,-1.21156
-76.9,0.790286,0.0442594,6,109,0,81.3584,1.25227,0.272011,0.512157
-81.5141,0.89521,0.0442594,6,127,0,82.5613,1.95557,0.0536484,-0.369823
-81.5505,0.296293,0.0442594,5,41,0,83.5088,1.9659,-0.0280925,-0.117495
-79.757,0.979597,0.0442594,6,63,0,80.1211,1.976,-0.115948,-1.06594
-77.0738,0.939045,0.0442594,7,159,0,81.992,1.45866,0.394009,1.34023
-76.9663,1,0.0442594,4,31,0,77.5574,1.43727,0.354136,1.28717
-77.8936,0.849892,0.0442594,6,63,0,78.7808,1.08529,0.567319,1.70578
-77.3045,0.975235,0.0442594,7,255,0,79.0521,-0.246077,1.53242,-1.47975
-76.4006,0.976394,0.0442594,6,95,0,78.359,1.31066,0.316524,0.881232
-77.0799,0.785807,0.0442594,5,55,0,78.2486,1.73819,-0.0252607,-0.380588
-78.5643,0.996567,0.0442594,6,127,0,81.1218,0.245714,1.92407,1.09689
-78.1669,0.917789,0.0442594,6,63,0,79.1714,0.042922,1.90108,0.0476328
-78.9266,0.582787,0.0442594,2,3,0,79.876,0.0855447,1.89852,-0.0530293
-76.5784,0.966587,0.0442594,6,83,0,79.5351,1.43902,-0.14528,-0.87501
-77.0658,0.989392,0.0442594,7,127,0,77.4936,-1.25799,0.258859,-1.40961
-78.9024,0.862406,0.0442594,6,89,0,80.6353,-1.90965,-0.0649286,-0.152074
-79.8437,0.933926,0.0442594,6,63,0,80.1131,-1.97791,0.114524,-0.887296
-76.0943,0.999834,0.0442594,7,191,0,80.9143,-0.309575,-1.02915,0.714736
-76.9823,0.995928,0.0442594,6,63,0,77.2691,-0.0306831,-1.73249,-0.108498
-76.713,0.967432,0.0442594,6,63,0,77.6166,-0.265089,-1.48576,0.77522
-76.4283,0.997267,0.0442594,6,127,0,77.1759,-0.20276,1.19684,-0.944181
-76.077,0.964382,0.0442594,4,31,0,77.9225,-0.172641,1.0617,-0.830273
-76.429,0.998251,0.0442594,6,121,0,76.7047,0.100406,1.48786,0.19672
-78.3044,0.566842,0.0442594,5,43,0,86.0444,-0.550409,0.666452,-1.67147
-77.2457,0.990717,0.0442594,3,15,0,79.2374,-0.623793,0.783938,-1.69938
-77.4913,0.976688,0.0442594,3,7,0,77.7703,-0.648123,0.652735,-1.71611
-77.7971,0.988425,0.0442594,3,15,0,77.9629,-0.654379,0.626005,-1.72216
-78.2179,0.972645,0.0442594,3,7,0,78.6997,-0.676043,0.587605,-1.73246
-80.4654,0.880955,0.0442594,2,7,0,81.0832,-0.607589,0.555876,-1.73304
-77.2242,0.991392,0.0442594,2,5,0,80.2724,-0.661956,0.700574,-1.73258
-76.054,0.987925,0.0442594,6,63,0,78.1828,0.0400374,1.19423,-0.230196
-76.6787,0.868783,0.0442594,6,63,0,77.7937,-0.984859,-0.490642,0.974983
-77.0241,0.973209,0.0442594,6,63,0,77.7491,-1.52405,-0.198607,0.74546
-78.212,0.629759,0.0442594,4,25,0,79.3208,-1.63553,-0.266783,0.73412
-78.3699,0.967951,0.0442594,2,3,0,78.5127,-1.63569,-0.262777,0.698576
-77.3318,0.999209,0.0442594,6,63,0,78.085,-1.51283,-0.324584,0.985757
-77.0833,0.941271,0.0442594,7,127,0,78.0586,-1.05787,-0.408597,1.17752
-78.3066,0.530884,0.0442594,5,31,0,83.166,-1.27205,-0.355987,0.724593
-80.4769,0.999454,0.0442594,6,63,0,81.4478,-1.25964,-0.525588,1.94206
-79.5705,0.914054,0.0442594,6,63,0,82.1437,-0.666847,-1.1636,1.96574
-81.1311,0.948481,0.0442594,6,63,0,82.207,-0.51796,-1.5856,1.9784
-81.468,0.950947,0.0442594,4,27,0,83.2907,-0.429952,-1.64423,1.98272
-82.5655,0.80739,0.0442594,6,121,0,84.8946,-0.505547,-1.50136,1.99759
-84.2569,0.828996,0.0442594,2,7,0,84.6222,-0.562362,-1.53415,1.99777
-75.6794,0.968371,0.0442594,6,63,0,85.5982,-0.473098,-0.334006,0.0947549
-76.0132,0.994154,0.0442594,6,127,0,76.5319,-0.409248,0.627198,-1.06993
-76.0853,0.945168,0.0442594,5,39,0,78.3554,-0.340641,-1.08796,0.777605
-76.979,0.943819,0.0442594,7,127,0,77.7574,1.09753,0.037414,-0.418146
-78.0588,0.502224,0.0442594,5,39,0,84.0958,-1.03098,-0.64893,1.81794
-77.4943,0.901685,0.0442594,7,127,0,79.9456,0.411861,-1.09518,-1.73794
-79.1265,0.965393,0.0442594,6,127,0,81.2943,1.76377,0.411101,1.85225
-77.5894,0.881902,0.0442594,6,63,0,79.8915,1.7762,0.08403,-0.0182933
-77.7211,0.989006,0.0442594,5,39,0,77.8562,1.87592,-0.012415,-0.378666
-78.7638,0.426803,0.0442594,1,1,0,78.9054,1.87543,-0.0512921,-0.371372
-78.0526,0.15338,0.0442594,6,111,0,82.1309,1.671,0.229739,1.05708
-76.8302,0.0948578,0.0442594,6,71,0,84.8757,1.66822,0.115399,0.203899
-77.9685,0.514722,0.0442594,4,25,0,78.9352,1.75894,0.0476495,0.154481
-77.0406,0.99499,0.0442594,6,63,0,77.8405,1.60272,-0.12789,-0.809931
-77.946,0.626572,0.0442594,6,63,0,78.7011,1.89786,-0.0191741,-0.379467
-80.8123,0.435081,0.0442594,6,127,0,81.3467,1.99143,0.00263564,-0.441585
-82.1548,0.219228,0.0442594,7,127,0,85.1709,1.96198,0.336783,1.89032
-84.0374,0.647406,0.0442594,6,63,0,85.3775,1.91079,0.460837,1.92233
-77.8522,0.977108,0.0442594,6,127,0,82.9865,1.72961,0.347244,1.50647
-78.8857,0.806182,0.0442594,6,63,0,79.1147,1.82536,0.337714,1.65782
-76.7124,0.764261,0.0442594,6,127,0,79.2602,1.54459,0.226311,0.794505
-76.6706,0.263906,0.0442594,2,7,0,82.8193,1.53284,0.256586,0.873632
-76.1309,0.700188,0.0442594,6,127,0,78.1086,-1.05228,0.137918,-0.814808
-76.2814,0.99048,0.0442594,6,63,0,77.1469,-1.18953,-0.306239,0.846834
-77.4559,0.784374,0.0442594,6,83,0,78.1254,0.49155,-0.946378,-1.51728
-76.3057,0.994022,0.0442594,5,39,0,78.234,0.279516,-0.296056,-0.368808
-75.6071,0.999172,0.0442594,3,15,0,76.5455,0.321792,-0.21322,-0.508846
-76.2233,0.994555,0.0442594,6,63,0,76.5888,-0.331812,-1.05251,0.82392
-78.5649,0.931065,0.0442594,6,63,0,78.9232,-0.066589,-1.76457,-0.231801
-77.9277,0.488337,0.0442594,5,47,0,84.8121,-0.11624,-1.86455,0.454918
-77.8945,0.940749,0.0442594,6,63,0,78.569,-0.076047,-1.89286,0.0625165
-81.8607,0.890165,0.0442594,6,63,0,81.9114,-0.187289,-1.99554,0.614885
-79.4585,0.90361,0.0442594,7,127,0,84.2187,1.45221,-0.197446,-1.50915
-79.6514,0.521926,0.0442594,2,7,0,83.5285,1.40236,-0.179432,-1.43216
-78.6185,0.927044,0.0442594,6,111,0,81.4715,1.14025,0.280795,0.283991
-77.0629,0.723477,0.0442594,2,7,0,81.7125,1.09893,0.134679,0.371502
-76.8429,0.944102,0.0442594,5,63,0,78.9158,0.705297,0.231454,-0.0659926
-76.1895,0.970916,0.0442594,2,3,0,77.4514,0.726781,0.219801,0.00460809
-76.3316,0.901882,0.0442594,5,43,0,78.4204,-0.304536,0.169878,-0.651878
-75.7102,0.998752,0.0442594,2,7,0,76.4057,-0.327696,0.237818,-0.604392
-75.7257,0.995411,0.0442594,6,127,0,76.0858,0.589331,0.34095,0.35017
-76.1825,0.995771,0.0442594,4,31,0,76.4763,0.808614,0.532642,0.884087
-75.8311,0.99757,0.0442594,6,127,0,76.521,-0.197563,0.597987,-0.727091
-76.2075,0.987046,0.0442594,7,127,0,76.6477,0.363202,0.932968,0.578093
-77.4275,0.917538,0.0442594,3,7,0,77.7951,0.234034,0.969324,0.644187
-76.9145,0.997696,0.0442594,4,31,0,77.8846,0.448545,0.931755,0.723862
-76.0453,1,0.0442594,4,23,0,77.1321,0.288824,0.90835,0.572874
-76.4796,0.887274,0.0442594,5,47,0,79.3932,-0.178663,1.2027,-0.834837
-76.4736,0.987639,0.0442594,6,95,0,78.6662,-1.55099,-0.0209136,-0.215937
-76.0029,0.795063,0.0442594,7,127,0,77.5018,0.130837,-1.03502,-0.671135
-75.6031,0.999915,0.0442594,5,63,0,76.39,-0.141786,0.077916,-0.280893
-75.6204,0.977144,0.0442594,3,11,0,76.6883,-0.0099881,0.152781,-0.243764
-75.798,0.993664,0.0442594,5,59,0,78.4257,-0.163046,0.758416,-0.675187
-75.5662,0.98609,0.0442594,6,63,0,76.1837,-0.460197,-0.130627,-0.145984
-76.1713,0.875772,0.0442594,1,3,0,77.7104,-0.454907,-0.0631001,-0.049535
-76.0907,0.998018,0.0442594,5,39,0,76.4616,-0.142016,-0.275249,-0.0253251
-77.3595,0.95428,0.0442594,5,59,0,79.4687,-0.769497,-0.272808,0.598605
-75.9462,0.999804,0.0442594,5,63,0,77.7515,-0.63783,0.20756,-0.603068
-76.6747,0.999548,0.0442594,6,63,0,76.8365,-0.526219,-1.08485,1.32279
-77.1806,0.916688,0.0442594,6,69,0,78.6911,-1.69641,0.088417,-0.846816
-76.7112,0.995157,0.0442594,6,63,0,77.4631,-1.51628,0.153504,-0.981841
-81.2581,0.855569,0.0442594,8,255,0,81.917,0.248095,-1.98438,-1.72891
-82.1423,0.917198,0.0442594,7,127,0,82.7373,-1.67593,0.226394,-1.85714
-80.0374,1,0.0442594,3,9,0,81.1766,-1.68353,0.266127,-1.88049
-78.5979,0.991162,0.0442594,4,29,0,80.3635,-1.62329,0.325387,-1.82205
-81.0985,0.779658,0.0442594,6,63,0,81.681,-1.42217,0.43741,-1.98069
-81.1108,0.991979,0.0442594,6,63,0,82.7608,-0.38749,1.59059,-1.97684
-80.175,0.982696,0.0442594,6,63,0,82.0038,-0.817254,0.611508,-1.97644
-80.7245,0.920921,0.0442594,7,127,0,83.5256,-1.95302,-0.308224,1.68855
-79.5906,0.990285,0.0442594,7,127,0,82.6267,0.317291,-1.74868,-1.90649
-80.3633,0.947524,0.0442594,4,19,0,80.8808,0.326184,-1.78738,-1.9382
-76.9286,0.839417,0.0442594,6,63,0,81.7505,0.10162,-1.62808,-0.723551
-78.4405,0.894683,0.0442594,6,127,0,81.593,-1.48309,-0.502064,1.81945
-79.6581,0.668076,0.0442594,6,79,0,82.4801,0.986646,-0.492193,-1.95204
-79.259,0.839025,0.0442594,6,63,0,82.0721,0.706995,-0.785458,-1.96504
-82.0196,0.789519,0.0442594,2,3,0,82.078,0.749952,-0.897804,-1.96477
-81.7501,0.995474,0.0442594,3,15,0,84.0233,0.71136,-0.936489,-1.96666
-80.3178,0.999544,0.0442594,4,19,0,82.7116,0.707924,-0.899071,-1.90985
-78.2601,0.946224,0.0442594,3,7,0,81.9444,0.712005,-0.75288,-1.90526
-78.5116,0.975685,0.0442594,4,31,0,79.2242,0.705048,-0.810348,-1.89248
-77.8385,0.97884,0.0442594,5,43,0,80.3863,0.831084,-0.645323,-1.8154
-76.9209,0.96517,0.0442594,6,127,0,79.5243,-0.278326,-1.41698,0.709474
-76.9712,0.997768,0.0442594,6,63,0,77.4156,-0.0731362,-1.56649,-0.121757
-75.6341,0.999895,0.0442594,6,83,0,77.2931,0.635567,0.122839,-0.108564
-75.9751,0.975263,0.0442594,4,27,0,76.3089,0.591408,0.171537,-0.143355
-75.6117,0.987862,0.0442594,2,7,0,76.3014,0.593745,0.140753,-0.0856409
-75.986,0.933605,0.0442594,5,63,0,77.3995,0.58501,0.678275,0.820591
-76.5436,0.986558,0.0442594,6,127,0,77.2031,0.85043,0.613829,1.32927
-76.9717,0.998197,0.0442594,6,63,0,77.2577,1.22335,0.494424,1.51938
-75.5981,0.951721,0.0442594,6,127,0,78.6691,-0.442749,-0.195008,-0.00749529
-76.893,0.99879,0.0442594,6,71,0,77.116,-0.653674,-0.951347,1.56698
-77.6976,0.998015,0.0442594,7,183,0,79.1744,-0.00458505,-1.87334,-0.255633
-80.2886,0.4503,0.0442594,5,35,0,82.0806,-0.0446377,-1.78415,0.321905
-78.1276,1,0.0442594,1,1,0,79.6971,-0.0720814,-1.78315,0.293272
-77.2746,0.604729,0.0442594,2,3,0,80.4754,-0.100496,-1.79367,0.284508
-75.9486,0.63055,0.0442594,5,47,0,80.5202,-0.137918,-1.06547,0.193946
-75.9942,0.999439,0.0442594,6,127,0,76.6174,0.290865,-0.643426,-0.941165
-75.5633,0.986409,0.0442594,5,47,0,76.5405,-0.134053,-0.31783,-0.219111
-77.0554,0.930666,0.0442594,3,7,0,79.2429,0.0211649,-0.584452,-0.0781314
-76.0572,0.999102,0.0442594,4,31,0,77.6473,-0.262931,0.176023,-0.29015
-75.9576,0.987625,0.0442594,5,35,0,78.102,-0.724104,-0.235498,0.0780701
-76.0092,0.902236,0.0442594,5,63,0,78.9014,-0.173759,-0.42903,0.063051
-75.853,0.999608,0.0442594,5,31,0,76.2427,-0.311175,-0.313428,-0.141801
-75.7501,0.998601,0.0442594,5,59,0,76.6758,-0.0182368,0.842689,-0.327609
-75.992,0.993785,0.0442594,6,63,0,76.153,0.167029,1.09266,0.163062
-76.1247,0.999187,0.0442594,5,39,0,76.4396,0.158803,1.31028,0.321636
-78.0212,0.861093,0.0442594,4,19,0,78.4959,0.178992,1.44786,0.746377
-76.0522,0.998694,0.0442594,4,19,0,78.0951,0.201918,1.0816,0.423955
-76.1389,0.983255,0.0442594,7,255,0,77.2274,-0.882721,0.112516,-0.723535
-76.277,0.965624,0.0442594,5,63,0,78.0934,-0.246562,-1.32668,0.623598
-76.4034,0.998766,0.0442594,6,127,0,76.7965,0.0765545,-1.40977,-0.684584
-76.273,0.980088,0.0442594,7,127,0,78.2748,-1.42478,-0.125834,0.197536
-76.3607,0.976319,0.0442594,6,63,0,76.5819,-1.30617,-0.304944,0.834891
-76.1608,0.969572,0.0442594,6,63,0,76.7578,-1.18726,0.0553638,-0.58265
-77.733,0.614272,0.0442594,6,63,0,80.3687,-0.165617,1.4721,-1.25275
-78.0172,0.990345,0.0442594,3,15,0,78.352,-0.163841,1.57561,-1.30001
-78.6817,0.959142,0.0442594,3,15,0,78.9516,-0.137784,1.64189,-1.26144
-79.3909,0.866502,0.0442594,2,3,0,79.9164,-0.247034,1.66564,-1.21819
-76.9775,0.995207,0.0442594,4,31,0,80.7109,-0.0774912,1.24508,-0.79801
-76.2022,1,0.0442594,2,3,0,77.0364,-0.117733,1.21968,-0.782612
-75.8746,0.983813,0.0442594,6,119,0,76.5452,0.348265,0.737925,0.534034
-77.1806,0.984394,0.0442594,6,127,0,78.6877,1.6473,0.307601,1.17567
-75.7665,0.901271,0.0442594,6,127,0,80.7406,-0.271785,0.553501,-0.76003
-76.8374,0.926095,0.0442594,3,15,0,78.4682,-0.10722,0.335725,-0.663074
-76.5704,0.998957,0.0442594,3,15,0,77.081,-0.267483,0.506373,-0.503974
-75.685,1,0.0442594,3,7,0,76.6305,-0.196438,0.515153,-0.617076
-76.1276,0.99128,0.0442594,6,63,0,76.6042,-0.498414,0.57791,-1.19155
-76.8008,0.987879,0.0442594,6,127,0,77.0504,-1.00715,-0.564107,1.25629
-76.4164,0.805854,0.0442594,2,3,0,78.7095,-0.95425,-0.522854,1.23835
-76.3696,0.793337,0.0442594,2,7,0,78.5623,-1.01103,-0.486939,1.19834
-76.4275,0.998377,0.0442594,7,191,0,77.0316,0.603255,-0.610834,-1.40877
-76.271,0.993382,0.0442594,6,71,0,77.4254,0.0571731,1.42751,-0.0996217
-76.7205,0.53281,0.0442594,4,31,0,81.2772,-0.169114,0.400362,-0.274418
-75.9243,0.988212,0.0442594,2,7,0,77.3669,-0.152829,0.394945,-0.361089
-76.0244,0.999047,0.0442594,3,7,0,76.0446,-0.152301,0.395491,-0.342308
-77.2632,0.968373,0.0442594,4,23,0,78.101,-0.087798,0.723503,-0.770979
-77.4252,0.893801,0.0442594,4,23,0,81.3398,-0.26726,0.410956,-0.338229
-80.5372,0.970721,0.0442594,4,27,0,81.921,-0.143403,-0.605431,0.442843
-78.7461,0.990988,0.0442594,2,7,0,81.4726,-0.187508,-0.65952,0.450742
-75.7213,0.973318,0.0442594,3,15,0,80.5517,-0.239075,-0.680448,0.114326
-76.5156,0.998996,0.0442594,6,63,0,76.6145,0.0519263,1.50665,0.00626541
-75.6633,0.997726,0.0442594,6,83,0,76.9458,0.547525,0.351387,0.302757
-75.642,0.992306,0.0442594,4,23,0,75.8728,0.531382,0.291889,0.106777
-76.2228,0.979892,0.0442594,6,63,0,76.852,0.0772306,-1.33057,-0.60249
-76.605,0.920374,0.0442594,6,63,0,77.6064,0.624526,-0.615682,-1.35476
-78.0109,0.931537,0.0442594,3,7,0,78.2926,0.718686,-0.603341,-1.32491
-77.4467,0.986791,0.0442594,4,31,0,79.136,0.511911,-0.206519,-0.913287
-75.8404,1,0.0442594,2,3,0,77.4999,0.5664,-0.334464,-0.870365
-75.7179,0.99839,0.0442594,6,63,0,75.9599,0.692658,0.314804,0.300098
-76.7508,0.957986,0.0442594,7,191,0,78.0133,-0.826789,-0.741945,1.46031
