# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 0
# model = bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples/bernoulli/bernoulli.data.R
# init = 2 (Default)
# random
#   seed = 452851722 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file = text.txt
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,p_theta,g_theta
-7.67229,0.90342,1.14303,1,1,0,7.88139,-0.245127,1.02002,2.26828
-7.02188,1,1.14303,2,3,0,7.47531,-0.622919,1.50209,1.18941
-6.86569,1,1.14303,1,1,0,6.98961,-0.783178,-0.78525,0.763624
-6.79193,1,1.14303,2,3,0,6.8449,-1.29961,-0.513384,-0.429233
-6.78994,0.941596,1.14303,2,3,0,7.13909,-0.908533,1.3181,0.447602
-6.78557,0.947556,1.14303,2,3,0,7.00976,-0.918578,-1.05622,0.422972
-6.76902,1,1.14303,1,1,0,6.78447,-0.963493,0.277306,0.314153
-6.8143,0.985587,1.14303,1,1,0,6.8163,-0.860487,-0.0997541,0.566851
-10.2531,0.445628,1.14303,2,3,0,10.2552,-3.26824,0.101463,-2.55988
-7.23098,1,1.14303,1,3,0,10.3546,-1.79633,-3.94249,-1.29242
-13.0493,0.223631,1.14303,3,7,0,16.2312,1.04977,3.97904,5.88876
-9.0288,1,1.14303,1,1,0,12.0842,0.21413,3.89917,3.63995
-7.51033,1,1.14303,1,1,0,8.60439,-0.320189,2.33324,2.04756
-6.75637,0.808276,1.14303,2,3,0,8.36124,-1.18541,2.8259,-0.191024
-6.95792,0.955216,1.14303,1,3,0,6.9734,-1.548,-0.277454,-0.895499
-6.89444,0.94358,1.14303,2,3,0,7.4082,-0.747667,-1.59888,0.85596
-6.88767,0.93568,1.14303,2,3,0,7.22267,-1.4623,1.29111,-0.742606
-6.80952,0.916243,1.14303,2,3,0,7.44338,-0.869076,-1.77597,0.545358
-7.40991,0.811448,1.14303,1,1,0,7.40991,-0.371077,0.00153991,1.89937
-7.40991,0.633695,1.14303,1,1,0,8.27684,-0.371077,-2.07697,1.89937
-6.75337,0.831298,1.14303,2,3,0,8.15454,-1.16798,2.64048,-0.153349
-7.91457,0.488819,1.14303,2,3,0,10.4227,-2.22946,3.53272,-1.83436
-6.97068,0.877227,1.14303,2,3,0,8.53341,-0.668313,-2.78856,1.0665
-6.76234,1,1.14303,1,3,0,6.90448,-0.986829,0.841018,0.258466
-6.76234,0.485122,1.14303,2,3,0,9.2594,-0.986829,3.52495,0.258466
-6.91964,0.961776,1.14303,1,3,0,6.92015,-0.719452,0.050388,0.930165
-6.76378,1,1.14303,2,3,0,6.92663,-1.21816,-0.900201,-0.260878
-7.81241,0.763217,1.14303,1,3,0,7.9577,-0.185664,0.850272,2.4446
-8.74095,0.694333,1.14303,1,1,0,9.05442,0.132313,1.24894,3.39636
-7.40394,1,1.14303,1,1,0,8.36152,-0.374229,-2.18286,1.89023
-6.78229,0.948308,1.14303,2,3,0,7.73755,-1.27581,-2.18021,-0.380834
-6.75489,1,1.14303,1,1,0,6.77466,-1.17726,0.313647,-0.173461
-7.65505,0.791307,1.14303,1,3,0,7.76181,-0.252765,0.728857,2.24572
-7.65505,0.346612,1.14303,1,3,0,10.2436,-0.252765,3.58896,2.24572
-6.7659,0.799236,1.14303,2,3,0,8.57177,-1.22604,2.99766,-0.277493
-6.9352,0.972205,1.14303,2,3,0,6.98839,-0.7031,-0.514461,0.973503
-6.9352,0.420034,1.14303,1,3,0,9.41443,-0.7031,-3.51234,0.973503
-6.79007,0.987006,1.14303,1,3,0,7.01104,-1.29522,-1.0486,-0.420344
-6.85848,0.982476,1.14303,1,1,0,6.86078,-1.42086,-0.106962,-0.665673
-6.77857,0.987051,1.14303,2,3,0,6.91967,-0.935988,-0.837912,0.380538
-7.00117,0.92491,1.14303,1,3,0,7.15532,-1.59424,-0.875828,-0.974543
-7.53073,0.954237,1.14303,2,3,0,7.55953,-0.310295,-0.378529,2.07651
-6.84286,1,1.14303,1,1,0,7.2879,-0.814758,1.48812,0.682531
-6.84286,0.730401,1.14303,1,1,0,7.40767,-0.814758,1.67645,0.682531
-6.79613,1,1.14303,1,1,0,6.83677,-0.895191,-0.449674,0.480476
-6.7975,0.921372,1.14303,2,3,0,7.16329,-1.31221,1.34913,-0.454599
-7.75602,0.571379,1.14303,2,3,0,9.80821,-2.14071,-3.19556,-1.73757
-7.68079,1,1.14303,1,1,0,7.90652,-2.09678,-1.05981,-1.68708
-6.76003,0.937808,1.14303,1,3,0,7.78704,-0.996142,-2.2606,0.236408
-9.30524,0.52346,1.14303,1,3,0,9.37522,0.287866,-0.59013,3.85768
-7.04854,1,1.14303,1,1,0,8.45858,-0.601049,2.64882,1.24925
-6.79326,0.98622,1.14303,1,3,0,7.12169,-1.30269,-1.27837,-0.435443
-6.85019,0.985408,1.14303,1,1,0,6.85397,-1.40818,-0.137146,-0.641742
-6.87399,0.972404,1.14303,2,3,0,7.089,-0.772495,1.03434,0.791276
-6.74811,0.981251,1.14303,2,3,0,6.97381,-1.08954,1.05974,0.0204673
-6.74811,0.633685,1.14303,1,3,0,8.0418,-1.08954,2.53718,0.0204673
-6.75061,0.999285,1.14303,1,3,0,6.75141,-1.14673,0.0633634,-0.106957
-6.84242,0.978725,1.14303,2,3,0,6.88815,-0.815396,0.477024,0.680902
-7.23824,0.870451,1.14303,1,1,0,7.2441,-0.468682,-0.170681,1.61914
-6.87116,1,1.14303,1,1,0,7.12147,-0.776094,-1.11602,0.781947
-6.79913,1,1.14303,1,1,0,6.8554,-0.889037,-0.529138,0.495704
-6.75042,0.998619,1.14303,1,3,0,6.80028,-1.14494,-0.498134,-0.103027
-6.75955,0.981468,1.14303,2,3,0,6.84862,-0.998195,0.665725,0.231557
-7.09143,0.75827,1.14303,2,3,0,7.93584,-0.567929,2.04982,1.34058
-7.2267,0.951447,1.14303,1,1,0,7.32895,-0.475855,-0.713308,1.59878
-7.54802,0.662232,1.14303,1,3,0,8.74797,-2.01576,2.44353,-1.5893
-7.31608,1,1.14303,1,1,0,7.57263,-1.85992,1.12987,-1.38345
-7.2457,0.918461,1.14303,1,3,0,8.13654,-0.464097,2.10542,1.63217
-6.75966,1,1.14303,1,3,0,7.09643,-0.997741,-1.29451,0.23263
-6.98841,0.891155,1.14303,2,3,0,7.32722,-1.581,1.29843,-0.95215
-6.99741,0.960733,1.14303,1,3,0,7.38709,-0.644002,-1.39251,1.13211
-7.50233,0.830127,1.14303,1,1,0,7.54623,-0.324104,-0.467355,2.03611
-6.91505,1,1.14303,2,3,0,7.45279,-1.49764,-1.63577,-0.806666
-6.9016,1,1.14303,2,3,0,6.948,-1.48064,0.480517,-0.776026
-7.29919,0.938148,1.14303,1,3,0,7.29925,-1.84763,0.0180277,-1.36619
-7.2054,1,1.14303,1,1,0,7.35997,-1.77631,0.877001,-1.26289
-7.06303,1,1.14303,1,1,0,7.21823,-1.65462,-0.878784,-1.07417
-7.89034,0.818155,1.14303,1,3,0,8.55246,-0.154381,1.81513,2.53777
-7.63891,1,1.14303,2,3,0,8.09177,-0.259988,-1.50114,2.2244
-6.99165,1,1.14303,2,3,0,7.43549,-0.649117,-1.4861,1.11826
-6.74804,0.947807,1.14303,2,3,0,7.23821,-1.09444,1.56175,0.0093971
-7.16585,0.79106,1.14303,2,3,0,7.96732,-1.74439,-1.99703,-1.21492
-6.82118,0.900967,1.14303,2,3,0,7.95942,-0.848656,-2.37988,0.596579
-7.11096,0.956619,1.14303,2,3,0,7.11646,-1.69784,-0.165369,-1.14303
-7.52038,0.925141,1.14303,1,1,0,7.53214,-1.99824,0.241891,-1.56735
-6.79825,1,1.14303,2,3,0,7.3427,-0.890819,-1.64595,0.49129
-6.85028,0.982975,1.14303,1,1,0,6.85973,-0.8041,0.216897,0.70979
-6.74979,0.994673,1.14303,2,3,0,6.88098,-1.13839,0.807961,-0.0886013
-6.87189,0.967363,1.14303,1,3,0,6.89545,-0.77516,0.342345,0.784366
-7.30553,0.857149,1.14303,1,1,0,7.31675,-0.428545,0.236361,1.73369
-7.4892,0.97754,1.14303,2,3,0,7.66663,-0.330586,-0.93962,2.01718
-6.86773,1,1.14303,2,3,0,7.52267,-1.43449,1.80526,-0.691192
-8.31391,0.661131,1.14303,2,3,0,9.48039,-0.00128666,2.40922,2.99614
-7.18805,0.840905,1.14303,1,3,0,9.14878,-1.76246,3.12354,-1.24221
-7.37894,0.988231,1.14303,2,3,0,7.4326,-1.90437,0.516739,-1.44462
-6.897,0.979281,1.14303,2,3,0,7.62449,-1.47468,-1.90262,-0.765209
-6.93574,0.990923,1.14303,1,1,0,6.96508,-1.5226,0.382077,-0.851053
-7.42401,0.874828,1.14303,1,3,0,7.83197,-0.363695,-1.42479,1.92078
-6.7709,0.914549,1.14303,2,3,0,7.89641,-1.24298,-2.36653,-0.312995
-6.86872,0.981242,1.14303,1,3,0,6.86883,-1.43592,0.0234002,-0.693858
-6.88195,0.966125,1.14303,2,3,0,7.15205,-0.762602,1.15931,0.816978
-8.73082,0.520968,1.14303,1,3,0,10.3241,-2.63257,2.81572,-2.19514
-6.84179,0.966725,1.14303,1,3,0,8.70685,-1.39482,-3.04638,-0.616333
-6.84179,0.932617,1.14303,1,3,0,7.24576,-1.39482,-1.41778,-0.616333
-6.88784,0.98873,1.14303,1,1,0,6.90329,-1.46253,-0.277283,-0.743023
-7.05391,0.945738,1.14303,1,3,0,7.32609,-0.596777,-1.16377,1.26098
-6.7492,1,1.14303,1,3,0,6.97668,-1.06635,1.06392,0.073164
-6.75354,0.999461,1.14303,2,3,0,6.75356,-1.02898,-0.00974164,0.159373
-6.77888,0.99217,1.14303,1,1,0,6.77892,-0.935188,0.0144302,0.382481
-6.75546,1,1.14303,2,3,0,6.77358,-1.18047,0.300341,-0.180382
-7.04203,0.935692,1.14303,1,3,0,7.07313,-1.63476,-0.393409,-1.04185
-6.91806,0.876331,1.14303,2,3,0,8.58176,-1.50136,2.87724,-0.81332
-6.79415,1,1.14303,1,1,0,6.88687,-1.30472,0.679215,-0.439535
-6.8285,0.991113,1.14303,1,1,0,6.83502,-1.37247,0.180201,-0.573348
-7.17883,0.90589,1.14303,1,3,0,7.38817,-0.506638,1.02062,1.51178
-6.78276,0.991189,1.14303,2,3,0,7.27018,-1.27704,-1.55735,-0.383355
-6.78276,0.816409,1.14303,1,3,0,7.63227,-1.27704,2.05599,-0.383355
-6.83588,0.994789,1.14303,2,3,0,6.83626,-0.82519,-0.0437872,0.655956
-6.77286,1,1.14303,1,1,0,6.81748,-0.951778,0.471183,0.34233
-6.77286,0.745604,1.14303,1,3,0,7.86599,-0.951778,-2.33224,0.34233
-6.75142,1,1.14303,2,3,0,6.77004,-1.15386,0.304354,-0.12259
-6.75142,0.920891,1.14303,1,3,0,7.01789,-1.15386,1.1515,-0.12259
-6.79359,0.990524,1.14303,1,3,0,6.79475,-1.30344,0.0758508,-0.436963
-6.77139,0.951729,1.14303,2,3,0,7.13394,-1.24453,-1.34315,-0.316229
-6.75712,1,1.14303,1,1,0,6.76815,-1.18922,0.234262,-0.199209
-6.75712,0.634662,1.14303,1,3,0,8.64648,-1.18922,-3.06617,-0.199209
-6.76649,0.997384,1.14303,1,1,0,6.76766,-1.22816,-0.0763691,-0.281965
-6.9248,0.960402,1.14303,2,3,0,7.04546,-1.50956,-0.774849,-0.82796
-6.74925,0.9939,1.14303,1,3,0,6.92063,-1.0657,0.923469,0.0746528
-7.15839,0.8935,1.14303,1,3,0,7.27905,-1.73822,0.774868,-1.20554
-6.75586,0.976788,1.14303,1,3,0,7.18653,-1.01568,1.46389,0.190428
-7.15338,0.889032,1.14303,1,3,0,7.30841,-1.73406,-0.878315,-1.19917
-6.74835,0.985781,1.14303,1,3,0,7.14128,-1.08152,1.39828,0.0386163
-6.87841,0.946862,1.14303,2,3,0,7.02681,-0.766961,-0.859324,0.805641
-7.37472,0.837462,1.14303,1,1,0,7.38569,-0.389875,-0.233635,1.84497
-6.99201,1,1.14303,1,1,0,7.28294,-0.648791,1.20318,1.11914
-6.76362,0.994638,1.14303,1,3,0,7.00223,-1.21755,1.08964,-0.259594
-6.74833,0.993289,1.14303,2,3,0,6.8044,-1.08197,0.528167,0.0376035
-7.05503,0.922669,1.14303,1,3,0,7.07772,-0.595883,-0.335974,1.26343
-6.82563,1,1.14303,1,1,0,6.9833,-0.841306,0.885749,0.615118
-7.09697,0.910688,1.14303,1,1,0,7.10269,-0.563812,0.168671,1.35199
-6.89697,1,1.14303,1,1,0,7.05522,-0.744729,0.887383,0.86365
-6.76775,0.904876,1.14303,2,3,0,7.28125,-0.967605,-1.59849,0.304297
-6.75599,0.966687,1.14303,2,3,0,6.9287,-1.18338,0.927038,-0.186655
-6.74873,0.999054,1.14303,2,3,0,6.76196,-1.12374,-0.256632,-0.0561886
-7.05847,0.924702,1.14303,1,3,0,7.11627,-1.65035,-0.53629,-1.06726
-6.86717,1,1.14303,1,1,0,7.01781,-1.43368,0.865783,-0.689687
-7.36494,0.922793,1.14303,1,3,0,7.37183,-1.89463,0.185274,-1.43139
-7.12531,0.833044,1.14303,2,3,0,10.4841,-1.71029,4.0882,-1.16249
-6.81611,1,1.14303,1,3,0,7.05351,-1.35002,1.08686,-0.529593
-7.45562,0.888489,1.14303,2,3,0,7.77977,-0.347438,-1.27003,1.96805
-7.21475,1,1.14303,1,1,0,7.5029,-0.483383,1.19743,1.57744
-6.76752,0.709628,1.14303,2,3,0,8.4567,-0.968357,-2.89918,0.302497
-6.76752,0.936443,1.14303,1,3,0,6.94336,-0.968357,-0.935404,0.302497
-7.21715,0.671907,1.14303,2,3,0,8.48655,-1.78556,2.51326,-1.27659
-7.09314,1,1.14303,1,1,0,7.24326,-1.68208,0.864293,-1.11815
-8.79041,0.848594,1.14303,2,3,0,9.47914,0.146785,-1.85124,3.43957
-7.71819,1,1.14303,1,1,0,8.63829,-0.225153,-2.13971,2.32738
-6.76242,1,1.14303,1,3,0,7.5721,-1.21285,2.00721,-0.249638
-6.76242,0.810972,1.14303,1,3,0,7.6001,-1.21285,2.04162,-0.249638
-6.82074,0.988575,1.14303,1,3,0,6.82074,-1.35861,-0.00499273,-0.546413
-6.98891,0.959758,1.14303,1,1,0,6.98962,-1.58152,0.0594855,-0.953033
-6.84266,1,1.14303,2,3,0,6.95785,-1.39622,0.757092,-0.61901
-7.05205,0.804005,1.14303,2,3,0,8.38541,-1.64431,2.5758,-1.05744
-7.05205,0.514704,1.14303,1,3,0,10.4298,-1.64431,-4.09971,-1.05744
-7.07915,0.998091,1.14303,2,3,0,7.14509,-1.66945,-0.572808,-1.09803
-6.78106,1,1.14303,1,3,0,7.0145,-1.27254,1.07776,-0.374119
-6.78858,0.951584,1.14303,2,3,0,7.06635,-0.911603,-1.17566,0.440064
-6.77644,1,1.14303,2,3,0,6.79165,-0.941679,-0.27506,0.366737
-6.93271,0.949873,1.14303,1,1,0,6.93301,-0.705667,-0.0387553,0.966685
-7.29354,0.952071,1.14303,2,3,0,7.32432,-0.435498,0.391378,1.71377
-7.00134,1,1.14303,2,3,0,7.24393,-0.640537,1.09868,1.1415
-6.88022,1,1.14303,1,1,0,6.98851,-0.76473,0.734075,0.811442
-6.7673,0.916469,1.14303,2,3,0,7.21942,-0.969073,1.4999,0.300785
-6.74804,1,1.14303,1,3,0,6.76358,-1.09424,-0.278071,0.00985822
-6.81263,0.978136,1.14303,2,3,0,6.86853,-0.863443,0.527374,0.559446
-6.80777,1,1.14303,1,1,0,6.82918,-0.872305,0.326362,0.537299
-6.76708,0.994034,1.14303,1,3,0,6.84321,-1.23025,-0.615468,-0.286339
-6.7495,1,1.14303,1,3,0,6.76244,-1.13499,0.253686,-0.0811137
-6.75079,0.940644,1.14303,2,3,0,7.05522,-1.04923,1.23079,0.112481
-6.74909,0.94062,1.14303,2,3,0,7.04079,-1.12955,-1.20478,-0.0690788
-6.76932,0.993832,1.14303,2,3,0,6.78649,-1.23785,0.292289,-0.302278
-6.78609,0.995461,1.14303,1,1,0,6.78924,-1.28552,0.125226,-0.400646
-7.87382,0.46899,1.14303,2,3,0,10.7737,-2.2071,3.79861,-1.81062
-6.7924,0.870689,1.14303,2,3,0,8.74684,-0.903107,-3.11852,0.460948
-6.9065,0.986654,1.14303,2,3,0,6.90778,-1.48692,0.0796482,-0.787383
-8.87196,0.69589,1.14303,1,3,0,9.23878,-2.69618,1.35104,-2.24161
-6.80398,1,1.14303,2,3,0,8.60841,-1.32604,-2.99646,-0.482214
-6.88341,0.885789,1.14303,2,3,0,7.64006,-1.45652,1.94037,-0.732005
-7.94505,0.834282,1.14303,1,3,0,8.03263,-2.24599,0.660162,-1.85165
-7.12498,0.976826,1.14303,1,3,0,7.79858,-1.71001,-1.83078,-1.16204
-7.88358,0.893165,1.14303,1,3,0,7.8842,-2.21248,0.0556263,-1.81637
-8.64621,0.96986,1.14303,2,3,0,8.67962,-2.59376,0.407685,-2.16551
-7.61502,1,1.14303,1,1,0,8.50565,-2.05724,-2.10518,-1.64013
-6.80243,0.895694,1.14303,2,3,0,8.19967,-0.8825,-2.63679,0.511919
-9.84501,0.338416,1.14303,1,3,0,12.1959,-3.10654,3.42022,-2.48594
-10.0346,0.988221,1.14303,1,1,0,10.3621,-3.18227,1.27649,-2.52194
-7.47334,0.994906,1.14303,1,3,0,9.95908,-1.96786,-3.51695,-1.52857
-7.60945,0.939751,1.14303,2,3,0,8.47139,-2.05385,-2.07098,-1.63603
-7.18824,0.92298,1.14303,1,3,0,8.45156,-0.50045,2.50724,1.52922
-7.36855,0.978232,1.14303,2,3,0,7.5022,-0.393224,-0.815502,1.8353
-8.05922,0.765603,1.14303,1,1,0,8.22217,-0.0902518,0.900437,2.72943
-7.19878,1,1.14303,1,1,0,7.8234,-0.493597,1.76297,1.54856
-6.90386,0.946007,1.14303,1,3,0,7.49032,-1.48355,-1.70826,-0.781295
-7.00228,0.977604,1.14303,1,1,0,7.02218,-1.59538,-0.314636,-0.976466
-6.77369,0.963585,1.14303,2,3,0,7.1908,-0.949399,1.44067,0.348068
-6.7637,0.950359,1.14303,2,3,0,7.0094,-1.21788,1.1057,-0.26028
-8.07824,0.715565,1.14303,1,3,0,8.24023,-0.0833102,0.897784,2.75021
-8.10088,0.997046,1.14303,2,3,0,8.59496,-0.0751161,-1.56797,2.77476
-8.10088,0.218081,1.14303,1,1,0,10.8261,-0.0751161,-3.68244,2.77476
-7.23645,1,1.14303,2,3,0,7.88841,-1.80055,1.80115,-1.2986
-7.01321,0.968764,1.14303,2,3,0,7.65724,-1.60647,1.79015,-0.995045
-7.01321,0.916479,1.14303,1,1,0,7.36108,-1.60647,-1.31568,-0.995045
-7.71547,0.944224,1.14303,2,3,0,7.79096,-0.22632,-0.612859,2.32392
-7.37195,1,1.14303,1,1,0,7.77218,-0.391376,-1.41122,1.84063
-6.80144,1,1.14303,1,3,0,7.17481,-0.884429,-1.36304,0.507131
-6.74822,0.993298,1.14303,2,3,0,6.83746,-1.08546,0.666391,0.0296972
-6.77007,0.868039,1.14303,2,3,0,7.4318,-1.24031,1.81459,-0.307422
-8.25404,0.704652,1.14303,1,3,0,8.64234,-2.40599,-1.39002,-2.00739
-8.32523,0.991647,1.14303,1,1,0,8.56343,-2.44117,-1.08871,-2.03896
-7.25647,0.96671,1.14303,1,3,0,8.15628,-1.81584,2.11599,-1.3208
-6.76812,0.992602,1.14303,2,3,0,7.29991,-1.23382,-1.62671,-0.293838
-6.82898,0.983837,1.14303,1,1,0,6.82911,-1.37332,-0.0249777,-0.574983
-6.74865,0.868072,1.14303,2,3,0,7.65774,-1.07499,-2.12687,0.0534602
-6.74865,0.764614,1.14303,1,3,0,7.5034,-1.07499,-1.93794,0.0534602
-6.97038,0.878499,1.14303,2,3,0,7.41147,-1.56173,1.48149,-0.919222
-6.7828,1,1.14303,1,3,0,6.92415,-1.27713,-0.838675,-0.383529
-6.84207,0.994871,1.14303,2,3,0,6.8439,-1.39527,-0.0955816,-0.617182
-6.84207,0.657142,1.14303,1,3,0,8.85367,-1.39527,3.1638,-0.617182
-6.77355,1,1.14303,1,1,0,6.82424,-1.25122,-0.502214,-0.330136
-7.01268,0.96107,1.14303,2,3,0,7.09521,-0.630723,0.640836,1.16816
-7.55137,0.819169,1.14303,1,1,0,7.59852,-0.300423,-0.484342,2.10545
-6.7482,1,1.14303,1,3,0,7.36282,-1.11137,1.7488,-0.0286165
-7.14603,0.92658,1.14303,2,3,0,7.24309,-1.72791,0.69494,-1.18973
-6.76432,0.874216,1.14303,2,3,0,8.13659,-0.979431,-2.61311,0.276057
-7.09689,0.900568,1.14303,1,3,0,7.25774,-1.68542,0.894634,-1.12346
-7.23302,0.991019,1.14303,2,3,0,7.28228,-1.79791,-0.495115,-1.29473
-8.9514,0.710689,1.14303,1,3,0,10.0043,0.192676,2.28895,3.57625
-6.94783,1,1.14303,1,1,0,8.20169,-0.69035,-2.49782,1.00746
-6.84843,0.970774,1.14303,1,3,0,7.1343,-1.40542,1.19268,-0.636503
-6.85511,0.998343,1.14303,1,1,0,6.88007,-1.41575,-0.352452,-0.656054
-6.74802,0.998509,1.14303,1,3,0,6.84363,-1.09922,-0.689754,-0.00137502
-6.74802,0.604255,1.14303,1,3,0,8.77114,-1.09922,-3.17285,-0.00137502
-6.93105,0.929373,1.14303,2,3,0,7.12767,-0.707385,0.989114,0.962122
-6.94427,0.998465,1.14303,2,3,0,7.00309,-0.693902,-0.541014,0.997988
-6.75275,0.998595,1.14303,1,3,0,6.93045,-1.16378,0.940336,-0.144224
-6.76954,0.994543,1.14303,1,3,0,6.7829,-0.961832,-0.257749,0.318139
-6.75602,0.977338,1.14303,2,3,0,6.883,-1.18351,-0.794911,-0.186942
-6.83446,0.925202,1.14303,2,3,0,7.19673,-1.3827,1.34262,-0.593084
-7.54874,0.877653,1.14303,2,3,0,7.8507,-2.01621,-1.22577,-1.58986
-7.18443,1,1.14303,1,1,0,7.50659,-1.75954,-1.26611,-1.23782
-7.47852,0.946979,1.14303,1,1,0,7.51318,-1.97124,-0.41529,-1.53293
-6.81185,1,1.14303,1,3,0,7.36794,-1.34185,-1.66345,-0.513536
-8.89954,0.625894,1.14303,1,3,0,9.47255,-2.70846,-1.68857,-2.25029
-7.58042,0.98094,1.14303,2,3,0,9.44686,-2.03598,-3.04751,-1.61428
-7.62863,0.997453,1.14303,2,3,0,7.78381,-2.06552,0.878754,-1.65007
-7.90002,0.960389,1.14303,1,1,0,7.99963,-2.22151,0.704029,-1.82597
-7.57781,1,1.14303,1,1,0,7.93266,-2.03437,-1.32879,-1.6123
-7.46615,0.956555,1.14303,2,3,0,8.41269,-1.96314,-2.17025,-1.52247
-6.84732,0.984995,1.14303,2,3,0,7.62157,-1.40367,-1.96281,-0.633189
-6.81315,0.98326,1.14303,2,3,0,7.00501,-1.34437,-0.977079,-0.518498
-7.23205,0.891131,1.14303,1,3,0,7.42451,-0.472516,-0.978598,1.60825
-7.2901,0.978517,1.14303,1,1,0,7.45287,-0.437506,0.899953,1.70802
-7.30741,0.993516,1.14303,1,1,0,7.49678,-0.427461,-0.970735,1.73679
-6.77034,0.949268,1.14303,2,3,0,7.61796,-1.24116,-2.05372,-0.309196
-9.27707,0.63613,1.14303,2,3,0,9.41452,-2.87224,0.827004,-2.35748
-7.05814,1,1.14303,1,3,0,9.20701,-1.65005,3.26996,-1.06677
-7.6441,0.964396,1.14303,2,3,0,7.64422,-2.07486,0.024738,-1.66123
-7.72043,0.988351,1.14303,1,1,0,7.87647,-2.12008,0.881178,-1.71408
-8.31104,0.922642,1.14303,1,1,0,8.35696,-2.43421,0.478029,-2.03279
-6.79354,0.888714,1.14303,2,3,0,9.86777,-1.30332,3.91117,-0.436712
-7.18055,0.927054,1.14303,1,3,0,7.19647,-1.7564,0.281472,-1.23309
-6.88778,1,1.14303,1,1,0,7.11546,-1.46244,1.0644,-0.742874
-6.78072,0.984596,1.14303,1,3,0,6.95558,-0.930442,0.932799,0.394021
-6.90124,0.851119,1.14303,2,3,0,7.43656,-0.739817,-1.63209,0.876529
-6.80656,1,1.14303,2,3,0,6.87438,-1.33134,0.580895,-0.492739
-6.8177,0.99904,1.14303,2,3,0,6.83117,-1.353,-0.258853,-0.535437
-6.95034,0.851915,1.14303,2,3,0,7.93311,-1.53947,-2.21138,-0.880644
-7.3136,0.685727,1.14303,2,3,0,9.76301,-1.85813,3.49115,-1.38094
-6.79248,0.989034,1.14303,2,3,0,7.40175,-1.30087,-1.74118,-0.431786
-6.74915,0.997507,1.14303,2,3,0,6.80761,-1.13031,0.539366,-0.0707457
-6.83499,0.976913,1.14303,1,3,0,6.85169,-0.826545,0.288266,0.652514
-6.98808,0.948892,1.14303,1,1,0,7.00114,-0.652324,0.254928,1.10959
-7.78388,0.744038,1.14303,1,1,0,7.81398,-0.197417,0.386978,2.40967
-6.93912,1,1.14303,2,3,0,7.4892,-0.699096,1.65444,0.984152
-6.82992,1,1.14303,2,3,0,6.91642,-0.83443,-0.656064,0.632511
-6.82992,0.363627,1.14303,1,3,0,9.35548,-0.83443,-3.54501,0.632511
-7.36744,0.916339,1.14303,2,3,0,7.36903,-0.393831,0.0888622,1.83354
-6.78899,1,1.14303,1,3,0,7.17048,-0.910673,1.37779,0.442345
-6.74883,0.993546,1.14303,2,3,0,6.82414,-1.07185,0.612145,0.0606112
-6.74809,0.941737,1.14303,2,3,0,7.03784,-1.10654,-1.20073,-0.0177945
-7.59427,0.801906,1.14303,1,3,0,7.6576,-0.280329,0.561345,2.16448
-7.0065,1,1.14303,2,3,0,7.41954,-0.636044,1.43362,1.1537
-6.8258,1,1.14303,2,3,0,6.96405,-1.36773,0.829431,-0.564149
-6.84832,0.903684,1.14303,2,3,0,7.59991,-1.40525,1.93388,-0.636182
-6.80511,1,1.14303,1,1,0,6.84501,-1.32836,-0.445582,-0.48684
-6.76189,1,1.14303,1,1,0,6.79343,-1.21071,0.396167,-0.245099
-7.9114,0.821985,1.14303,2,3,0,8.09836,-2.22772,0.964536,-1.83254
-6.98926,0.995284,1.14303,1,3,0,7.75406,-1.58189,1.95079,-0.953662
-7.30573,0.936315,1.14303,1,1,0,7.31343,-1.85241,0.195811,-1.37291
-7.03749,1,1.14303,1,1,0,7.26955,-1.63039,1.07458,-1.03468
-7.02422,1,1.14303,1,1,0,7.09835,-1.61743,-0.607318,-1.01329
-6.8434,1,1.14303,2,3,0,6.97098,-0.813961,0.79675,0.684566
-6.83753,1,1.14303,2,3,0,6.86928,-0.822687,-0.39752,0.662324
-6.76733,0.993404,1.14303,1,3,0,6.87276,-1.23109,-0.724296,-0.288115
-7.42655,0.840504,1.14303,1,3,0,7.55227,-0.362375,-0.790955,1.92462
-7.0411,1,1.14303,2,3,0,7.312,-1.63387,1.16103,-1.04039
-6.91483,1,1.14303,1,1,0,7.03026,-1.49737,0.75786,-0.80618
