# stan_version_major = 2
# stan_version_minor = 34
# stan_version_patch = 0
# model = bernoulli_model
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000 (Default)
#       delta = 0.800000 (Default)
#       kappa = 0.750000 (Default)
#       t0 = 10.000000 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = 0 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1.000000 (Default)
#         stepsize_jitter = 0.000000 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples/bernoulli/bernoulli.data.R
# init = 2 (Default)
# random
#   seed = 452851722 (Default)
# output
#   file = output.csv (Default)
#   diagnostic_file = text.txt
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = 0 (Default)
# num_threads = 1 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta,p_theta,g_theta
-8.51525,0.984188,1.14303,1,1,0,8.74094,-2.5326,1.05972,-2.11675
-7.02874,1,1.14303,1,3,0,8.35162,-1.62187,-2.56566,-1.02064
-6.74808,0.994043,1.14303,1,3,0,7.00577,-1.106,1.13237,-0.016587
-7.21088,0.91651,1.14303,2,3,0,7.31247,-1.78064,0.710997,-1.26931
-8.70777,0.839724,1.14303,1,3,0,8.77571,-2.62205,0.581441,-2.1872
-7.7324,1,1.14303,1,1,0,8.58655,-2.12705,-2.06161,-1.72206
-6.83456,0.990533,1.14303,2,3,0,7.81018,-1.38286,2.20333,-0.593401
-6.90589,0.873628,1.14303,2,3,0,7.84964,-1.48614,-2.16704,-0.78598
-7.18422,0.94001,1.14303,1,1,0,7.18677,-1.75937,0.112555,-1.23757
-6.81587,1,1.14303,1,3,0,7.10246,-1.34955,-1.19419,-0.52868
-7.99451,0.675616,1.14303,2,3,0,9.08367,-0.114278,-2.328,2.65754
-6.81195,0.827591,1.14303,2,3,0,8.90091,-1.34204,-3.22406,-0.513911
-6.80553,1,1.14303,1,1,0,6.82448,-1.32923,0.307109,-0.488562
-7.32783,0.904387,1.14303,1,3,0,7.35626,-1.86837,-0.376131,-1.39524
-8.41178,0.915942,1.14303,2,3,0,8.45681,0.0308603,-0.473366,3.09257
-8.26018,1,1.14303,1,1,0,8.90458,-0.0193816,-1.79067,2.94186
-6.91588,1,1.14303,1,1,0,7.76715,-0.723513,-2.05812,0.919438
-6.76641,0.993226,1.14303,1,3,0,6.94285,-1.22786,0.937006,-0.28132
-6.7521,0.908323,1.14303,2,3,0,7.27519,-1.03871,1.61334,0.136792
-6.75116,0.997235,1.14303,2,3,0,6.76576,-1.04599,0.269539,0.119946
-7.26659,0.874041,1.14303,1,3,0,7.28992,-0.451436,0.340728,1.66823
-7.09442,0.858878,1.14303,1,3,0,7.93166,-1.68322,-2.0411,-1.11997
-6.7529,0.930481,1.14303,2,3,0,7.76452,-1.16483,-2.24361,-0.146505
-6.85459,0.979027,1.14303,2,3,0,6.89748,-0.79809,0.461985,0.72521
-6.85459,0.56753,1.14303,1,3,0,9.07745,-0.79809,-3.32578,0.72521
-6.82238,1,1.14303,1,1,0,6.863,-0.846648,-0.449537,0.601639
-6.75352,1,1.14303,2,3,0,6.82404,-1.16891,-0.59238,-0.155371
-6.81408,0.986657,1.14303,1,3,0,6.81562,-1.34616,-0.0874751,-0.522006
-7.34521,0.90506,1.14303,1,3,0,7.37074,-1.88076,0.356452,-1.41238
-6.75128,0.98733,1.14303,1,3,0,7.30063,-1.15271,1.65333,-0.120059
-6.85944,0.974837,1.14303,1,3,0,6.86786,-1.42229,0.204807,-0.668358
-6.76727,0.94351,1.14303,2,3,0,7.32366,-1.2309,-1.66389,-0.28771
-7.0976,0.913764,1.14303,1,3,0,7.19043,-0.563344,-0.679616,1.35329
-7.55279,0.740169,1.14303,2,3,0,8.57696,-2.01875,-2.25749,-1.59302
-6.99107,0.986997,1.14303,1,3,0,7.43942,-1.58378,1.49365,-0.956871
-6.75101,0.989395,1.14303,1,3,0,6.99458,-1.04729,-1.10091,0.116939
-6.78468,0.980215,1.14303,2,3,0,6.85119,-1.28196,0.575285,-0.393407
-6.74898,0.998625,1.14303,1,3,0,6.78524,-1.06947,-0.424783,0.0660551
-7.20126,0.783041,1.14303,2,3,0,8.00425,-1.77302,-1.99891,-1.258
-6.75347,0.918398,1.14303,2,3,0,8.00924,-1.1686,-2.49973,-0.154711
-6.91187,0.887247,1.14303,2,3,0,7.41596,-1.49369,-1.58377,-0.79957
-7.48168,0.950912,1.14303,2,3,0,7.57618,-0.334322,-0.685732,2.00627
-7.18644,1,1.14303,1,1,0,7.49357,-0.501627,1.23624,1.5259
-6.90405,1,1.14303,2,3,0,7.11223,-1.48379,-1.01779,-0.781736
-6.8308,1,1.14303,1,1,0,6.89511,-1.37646,-0.565709,-0.581065
-7.87469,0.758244,1.14303,2,3,0,8.66692,-0.160569,1.98546,2.51933
-7.87469,0.714202,1.14303,1,3,0,9.00196,-0.160569,-2.36838,2.51933
-7.87469,0.854693,1.14303,1,1,0,8.49551,-0.160569,1.7576,2.51933
-7.54381,1,1.14303,1,1,0,8.00174,-0.304023,1.50951,2.09489
-7.67468,0.950681,1.14303,1,1,0,7.94867,-0.244076,-1.16764,2.27138
-6.81301,0.934997,1.14303,2,3,0,8.13429,-1.34409,-2.5641,-0.517949
-6.84479,0.98381,1.14303,2,3,0,6.96421,-0.811946,0.770884,0.689711
-7.28765,0.855728,1.14303,1,1,0,7.29292,-0.438944,-0.16191,1.70391
-7.26935,1,1.14303,2,3,0,7.46224,-0.449783,0.979705,1.67295
-7.38325,0.95796,1.14303,1,1,0,7.55394,-0.385264,0.921604,1.85829
-6.77834,0.997069,1.14303,1,3,0,7.36602,-1.26512,-1.71004,-0.358876
-7.09449,0.937281,1.14303,1,3,0,7.10915,-1.68329,-0.270068,-1.12007
-6.89328,1,1.14303,1,1,0,7.05496,-1.46979,0.896948,-0.756304
-6.75111,0.866182,1.14303,2,3,0,7.78661,-1.04642,-2.26993,0.118948
-6.80886,0.969635,1.14303,2,3,0,6.90081,-0.870288,-0.676394,0.542333
-7.1316,0.895282,1.14303,1,1,0,7.13327,-0.538837,0.0909495,1.4215
-6.89931,1,1.14303,2,3,0,7.06564,-1.47769,0.909738,-0.770678
-7.11221,0.717589,1.14303,2,3,0,9.10461,-1.69893,3.14866,-1.14474
-6.75177,1,1.14303,2,3,0,7.06616,-1.04115,-1.25075,0.131146
-7.34276,0.856953,1.14303,1,3,0,7.36793,-0.407437,-0.353891,1.79432
-8.06695,0.755994,1.14303,1,1,0,8.21843,-0.0874265,0.868186,2.73789
-6.9562,0.936919,1.14303,1,3,0,8.38362,-1.54607,2.6651,-0.892153
-6.9562,0.922792,1.14303,1,1,0,7.25792,-1.54607,1.22529,-0.892153
-7.38439,0.913978,1.14303,1,1,0,7.38472,-1.90814,0.0404469,-1.44972
-7.4959,0.942389,1.14303,2,3,0,8.29494,-1.98252,-1.99398,-1.5474
-9.15661,0.893802,1.14303,2,3,0,9.29049,0.248754,0.816207,3.74244
-8.08786,1,1.14303,1,1,0,9.14446,-0.0798217,-2.29295,2.76066
-7.06593,1,1.14303,2,3,0,7.74647,-0.587342,-1.8402,1.28694
-7.06593,0.66282,1.14303,1,1,0,7.78421,-0.587342,-1.89054,1.28694
-8.74309,0.527745,1.14303,1,1,0,8.77125,0.132945,0.374326,3.39825
-8.23122,1,1.14303,1,1,0,9.04917,-0.0292788,2.01745,2.91217
-7.90667,1,1.14303,1,1,0,8.50096,-0.147971,1.71965,2.5569
-6.80061,1,1.14303,1,3,0,7.8465,-1.31894,2.2813,-0.468072
-6.79206,1,1.14303,1,1,0,6.80863,-1.29991,0.287089,-0.429837
-6.74803,0.87094,1.14303,2,3,0,7.56751,-1.10185,2.01933,-0.00728831
-6.78794,0.989479,1.14303,1,3,0,6.79318,-0.913046,-0.161492,0.436523
-7.45418,0.881006,1.14303,2,3,0,7.49253,-1.95525,0.436879,-1.51222
-6.75261,0.960886,1.14303,1,3,0,7.49338,-1.03509,1.9199,0.145176
-6.79559,0.989763,1.14303,1,3,0,6.79576,-0.896309,-0.0290641,0.477715
-8.33594,0.667852,1.14303,1,3,0,8.34744,0.00603962,0.23921,3.01812
-6.80481,1,1.14303,1,3,0,8.19031,-1.32776,-2.62568,-0.485642
-6.94173,0.748476,1.14303,2,3,0,8.50598,-1.52959,-2.78992,-0.863348
-6.76359,0.985626,1.14303,1,3,0,6.97993,-0.9821,1.03755,0.269703
-7.00622,0.888125,1.14303,2,3,0,7.3455,-1.59941,-1.29931,-0.983223
-7.21329,0.924664,1.14303,1,3,0,7.68199,-0.484305,1.52715,1.57483
-6.74925,0.882145,1.14303,2,3,0,7.73386,-1.13171,2.21346,-0.0738481
-6.74818,0.999808,1.14303,2,3,0,6.75045,-1.11036,-0.106468,-0.0263481
-7.52192,0.816706,1.14303,1,3,0,7.73858,-1.99923,-1.0383,-1.56859
-7.54001,0.999008,1.14303,2,3,0,7.69554,-2.0107,-0.87972,-1.583
-7.54001,0.933122,1.14303,1,1,0,7.98012,-2.0107,-1.47986,-1.583
-7.17718,1,1.14303,1,1,0,7.49718,-1.75366,1.26187,-1.22897
-6.94518,1,1.14303,2,3,0,7.1368,-1.53356,0.976482,-0.870327
-6.93189,0.970649,1.14303,2,3,0,7.28482,-1.51806,-1.3252,-0.843024
-6.84083,1,1.14303,1,1,0,6.91863,-1.39326,-0.62217,-0.613351
-6.7526,0.980503,1.14303,2,3,0,6.96625,-1.03516,1.03109,0.145029
-6.98182,0.942708,1.14303,1,3,0,6.98951,-0.658002,0.195549,1.09426
-7.40858,0.855283,1.14303,1,1,0,7.45135,-0.371779,-0.461342,1.89733
-6.94435,1,1.14303,2,3,0,7.3141,-1.53262,1.35641,-0.868665
-6.75278,1,1.14303,2,3,0,6.92077,-1.03396,-0.914295,0.147816
-6.75278,0.761357,1.14303,1,3,0,7.49322,-1.03396,-1.91948,0.147816
-7.19461,0.891304,1.14303,1,3,0,7.21147,-0.496298,-0.289633,1.54093
-6.88862,1,1.14303,1,1,0,7.10641,-0.754545,-1.04103,0.83798
-6.75439,0.94632,1.14303,2,3,0,7.11853,-1.02385,1.34608,0.171328
-7.33864,0.742949,1.14303,2,3,0,8.25351,-1.87609,-2.13363,-1.40594
-7.00699,1,1.14303,2,3,0,7.27892,-1.60018,-1.16323,-0.984525
-6.82291,0.907321,1.14303,2,3,0,7.68362,-0.845782,-2.06951,0.603822
-6.90237,0.973568,1.14303,1,1,0,6.91696,-0.738537,-0.269433,0.87989
-8.22372,0.614398,1.14303,1,1,0,8.2267,-0.0318547,-0.121722,2.90444
-7.39356,1,1.14303,2,3,0,8.0654,-0.379741,1.8284,1.87427
-9.13508,0.507431,1.14303,1,1,0,9.25537,0.242989,-0.773646,3.7254
-6.93684,1,1.14303,1,1,0,8.31065,-0.701424,-2.61458,0.97796
-6.89876,1,1.14303,1,1,0,6.96788,-0.742661,0.586445,0.86907
-6.7624,0.917339,1.14303,2,3,0,7.23601,-0.986583,-1.53514,0.25905
-8.05261,0.714573,1.14303,1,3,0,8.08317,-0.0926803,0.389972,2.72216
-7.11872,1,1.14303,1,1,0,7.76182,-0.547984,1.78887,1.39599
-6.74909,0.923226,1.14303,2,3,0,7.47818,-1.12947,1.90471,-0.0688941
-7.71529,0.77797,1.14303,1,3,0,7.79701,-0.226398,0.63766,2.32369
-6.78278,1,1.14303,1,3,0,7.40079,-0.9253,-1.75362,0.40655
-7.10545,0.894527,1.14303,1,3,0,7.3154,-1.693,1.02212,-1.13542
-7.62079,0.907497,1.14303,1,1,0,7.62469,-2.06076,-0.139299,-1.64436
-7.35166,1,1.14303,1,1,0,7.63752,-1.88531,-1.19265,-1.41864
-6.74949,0.984013,1.14303,1,3,0,7.31645,-1.1349,-1.67963,-0.0809146
-6.75733,0.983911,1.14303,2,3,0,6.83351,-1.00833,0.615679,0.207673
-6.75733,0.713215,1.14303,1,3,0,7.6567,-1.00833,-2.11547,0.207673
-6.74858,1,1.14303,1,3,0,6.75487,-1.07643,-0.176907,0.0501792
-6.74858,0.802517,1.14303,1,3,0,7.37027,-1.07643,-1.75883,0.0501792
-6.85343,0.971671,1.14303,1,3,0,6.87959,-1.41318,0.360811,-0.651204
-6.96996,0.972544,1.14303,1,1,0,6.9782,-1.56127,-0.202555,-0.918421
-6.76322,1,1.14303,2,3,0,6.93005,-0.983476,-0.911116,0.266431
-6.74863,0.999947,1.14303,2,3,0,6.76391,-1.12195,-0.275739,-0.052204
-6.75201,0.998523,1.14303,2,3,0,6.75709,-1.15843,0.159094,-0.132564
-7.41242,0.850338,1.14303,1,3,0,7.55098,-1.9273,-0.830356,-1.4754
-7.66768,0.958622,1.14303,1,1,0,7.74173,-2.08898,0.607029,-1.67793
-7.11967,1,1.14303,1,1,0,7.56879,-1.70542,-1.49492,-1.1549
-6.74852,0.930429,1.14303,2,3,0,7.72115,-1.11973,2.19994,-0.0472663
-7.8218,0.754934,1.14303,1,3,0,8.15462,-2.17811,-1.2869,-1.7792
-7.02311,0.987537,1.14303,1,3,0,7.67487,-1.61633,-1.80087,-1.01146
-7.4978,0.909686,1.14303,1,1,0,7.49927,-1.98375,0.0855084,-1.54897
-8.88863,0.898951,1.14303,2,3,0,8.9437,0.174997,0.523472,3.52366
-7.02103,0.940385,1.14303,2,3,0,9.64761,-1.61428,3.61521,-1.00806
-8.08921,0.915616,1.14303,2,3,0,8.35902,-0.0793324,-1.1587,2.76213
-9.87753,0.498057,1.14303,1,1,0,10.2345,0.428718,-1.33269,4.26681
-6.75824,1,1.14303,1,3,0,9.09925,-1.19467,-3.41303,-0.21091
-7.62617,0.813564,1.14303,1,3,0,7.80765,-2.06403,0.95027,-1.64829
-8.18437,0.97444,1.14303,2,3,0,8.22701,-2.371,0.460598,-1.97507
-7.06442,0.991296,1.14303,1,3,0,8.01216,-1.6559,2.17162,-1.07624
-7.29007,0.913327,1.14303,1,3,0,7.85448,-0.437529,1.67586,1.70796
-6.74845,1,1.14303,1,3,0,7.17476,-1.11813,1.45647,-0.0437096
-6.75755,0.997102,1.14303,2,3,0,6.76555,-1.19136,0.199584,-0.203807
-6.74826,0.999697,1.14303,1,3,0,6.75752,-1.08414,-0.214698,0.0326736
-6.95783,0.945316,1.14303,1,3,0,7.00762,-1.54789,0.497743,-0.895309
-7.61229,0.948631,1.14303,2,3,0,7.70727,-0.272049,0.68744,2.18885
-7.5396,0.641532,1.14303,1,3,0,9.20578,-2.01045,-2.87938,-1.58268
-7.2325,1,1.14303,1,1,0,7.5234,-1.7975,1.20312,-1.29414
-7.23314,0.999877,1.14303,1,1,0,7.34287,-1.798,-0.738956,-1.29486
-7.32457,0.982989,1.14303,1,1,0,7.40881,-1.86604,0.64744,-1.39199
-6.77383,1,1.14303,1,3,0,7.24187,-1.25208,1.52607,-0.33191
-7.03899,0.940922,1.14303,2,3,0,7.20079,-1.63184,-0.897286,-1.03706
-7.07276,0.947767,1.14303,1,3,0,7.55011,-0.582059,1.54118,1.30151
-7.87212,0.739963,1.14303,1,1,0,7.92707,-0.161589,-0.522871,2.51628
-7.87212,0.530172,1.14303,1,1,0,9.14855,-0.161589,-2.52021,2.51628
-8.36298,0.824559,1.14303,1,1,0,8.73245,0.0149582,1.3559,3.04487
-7.37378,0.746815,1.14303,1,3,0,9.6252,-1.90079,3.34708,-1.43977
-7.29097,1,1.14303,1,1,0,7.45548,-1.8416,0.904757,-1.35766
-6.98185,0.92611,1.14303,2,3,0,7.74675,-0.657972,1.95092,1.09434
-6.78786,1,1.14303,1,1,0,6.91804,-0.913241,-0.804838,0.436045
-6.81447,0.991381,1.14303,1,1,0,6.82324,-0.860176,-0.208904,0.56763
-6.81315,0.92564,1.14303,2,3,0,7.1643,-1.34437,1.32186,-0.518498
-7.64412,0.806147,1.14303,1,3,0,7.88299,-0.257647,-1.09021,2.23131
-7.12541,1,1.14303,2,3,0,7.49248,-1.71037,1.3515,-1.16262
-7.66976,0.903944,1.14303,1,1,0,7.67332,-2.09022,0.13299,-1.67939
-8.22146,0.925573,1.14303,1,1,0,8.26909,-2.3897,-0.486866,-1.99246
-6.75693,0.939267,1.14303,1,3,0,8.25229,-1.18827,-2.72779,-0.197175
-6.76863,0.967042,1.14303,2,3,0,6.93778,-0.964722,0.917412,0.311205
-6.95091,0.834838,1.14303,2,3,0,7.52313,-0.687307,1.6874,1.01559
-7.17531,0.922525,1.14303,1,1,0,7.22009,-0.508972,-0.472076,1.50522
-6.9621,1,1.14303,1,1,0,7.14792,-0.676439,0.961567,1.04468
-6.95653,0.927705,1.14303,1,3,0,7.34117,-1.54644,1.38345,-0.892788
-6.79132,0.985657,1.14303,2,3,0,7.08251,-1.29818,1.20373,-0.42634
-6.98673,0.950063,1.14303,2,3,0,7.16807,-1.57923,0.949906,-0.949146
-6.85322,0.897214,1.14303,2,3,0,8.13729,-1.41287,2.52773,-0.650616
-6.77404,1,1.14303,2,3,0,6.83244,-1.2527,0.539061,-0.333205
-6.94982,0.955896,1.14303,2,3,0,7.09215,-1.53887,0.841555,-0.879601
-7.17496,0.984124,1.14303,2,3,0,7.18627,-1.75185,0.237214,-1.22624
-6.76073,0.934499,1.14303,2,3,0,7.58626,-0.993263,2.02678,0.243218
-7.09757,0.901501,1.14303,1,3,0,7.24804,-1.68603,0.865299,-1.12442
-6.77206,0.949198,1.14303,2,3,0,7.37541,-0.954141,1.73269,0.336632
-7.62579,0.450233,1.14303,2,3,0,9.97365,-0.265909,-3.41802,2.20694
-6.83518,1,1.14303,2,3,0,7.34518,-0.826248,1.59302,0.653267
-7.17035,0.72281,1.14303,2,3,0,8.15826,-1.74809,2.21716,-1.22054
-6.74804,1,1.14303,2,3,0,7.14301,-1.1026,-1.4019,-0.00896647
-6.74804,0.652035,1.14303,2,3,0,8.4839,-1.1026,-2.93897,-0.00896647
-6.75154,0.999109,1.14303,1,3,0,6.7519,-1.15482,0.0424006,-0.124673
-7.55054,0.811625,1.14303,1,3,0,7.63708,-0.30082,0.656231,2.10428
-6.74971,0.737136,1.14303,2,3,0,8.69197,-1.13744,3.10879,-0.0865033
-6.75518,0.960243,1.14303,2,3,0,6.9542,-1.01935,0.995146,0.181856
-6.77214,0.998133,1.14303,2,3,0,6.77265,-0.953901,0.0502678,0.337213
-6.81053,0.987744,1.14303,1,1,0,6.8137,-0.867239,-0.12567,0.54995
-7.00861,0.973564,1.14303,2,3,0,7.01152,-1.60183,0.120375,-0.987286
-6.86266,1,1.14303,2,3,0,6.98104,-1.42708,0.767482,-0.677354
-7.77567,0.852233,1.14303,1,3,0,7.84271,-2.15198,-0.577566,-1.75024
-9.18158,0.859798,1.14303,2,3,0,10.0065,-2.83151,2.02608,-2.33226
-9.4284,0.951577,1.14303,2,3,0,10.9871,-2.93592,2.78494,-2.39512
-7.43419,0.973462,1.14303,1,3,0,9.26442,-1.94196,3.0178,-1.49481
-7.19176,1,1.14303,2,3,0,7.43348,-1.76544,1.09671,-1.24668
-6.90846,1,1.14303,1,1,0,7.13147,-1.4894,1.05341,-0.791853
-7.21172,0.935153,1.14303,1,1,0,7.21337,-1.7813,0.0906153,-1.27028
-6.76216,0.969691,1.14303,1,3,0,7.2645,-0.987507,1.58101,0.256857
-6.85285,0.971375,1.14303,1,1,0,6.85286,-0.800492,0.00387512,0.719043
-6.7617,0.944402,1.14303,2,3,0,7.08495,-0.989313,-1.26824,0.252575
-8.36448,0.659953,1.14303,1,3,0,8.40445,0.0154508,0.445997,3.04635
-8.02136,1,1.14303,2,3,0,8.66997,-0.10423,1.7965,2.68759
-6.86103,0.985648,1.14303,1,3,0,8.10665,-1.42467,2.48961,-0.672825
-6.86252,0.957123,1.14303,2,3,0,7.18289,-0.787363,1.2626,0.752823
-6.86252,0.926421,1.14303,1,1,0,7.02223,-0.787363,0.891469,0.752823
-6.91753,0.722303,1.14303,2,3,0,8.11053,-0.72173,-2.43646,0.924145
-7.42367,0.832617,1.14303,1,1,0,7.44406,-0.363871,-0.318524,1.92027
-6.83764,1,1.14303,2,3,0,7.49821,-1.38802,-1.813,-0.603315
-6.82077,0.982489,1.14303,2,3,0,7.00576,-1.35867,0.959425,-0.54653
-7.09477,0.971073,1.14303,2,3,0,7.13483,-0.56544,0.446434,1.34748
-7.22223,0.807923,1.14303,1,3,0,7.97198,-1.78953,1.9315,-1.28244
-6.83415,0.905232,1.14303,2,3,0,8.01046,-0.827831,2.41935,0.649247
-6.99553,0.983609,1.14303,2,3,0,6.99561,-1.58843,-0.0196647,-0.964737
-6.77323,0.933768,1.14303,2,3,0,7.72842,-1.25025,2.18013,-0.328117
-7.15571,0.922946,1.14303,2,3,0,7.335,-1.736,0.944542,-1.20214
-6.88912,0.976385,1.14303,2,3,0,7.42455,-1.46425,-1.63226,-0.746185
-6.88459,0.958066,1.14303,2,3,0,7.22594,-0.75939,1.30328,0.825345
-6.79474,1,1.14303,2,3,0,6.86048,-1.30606,-0.571937,-0.442231
-7.60299,0.81022,1.14303,1,3,0,7.803,-0.276313,-0.997619,2.17629
-6.98664,1,1.14303,1,1,0,7.41116,-0.653626,1.45342,1.10608
-6.76621,0.993687,1.14303,1,3,0,7.00429,-1.22714,1.08843,-0.279818
-7.34465,0.878771,1.14303,1,3,0,7.42065,-1.88036,0.614951,-1.41183
-7.01881,1,1.14303,2,3,0,7.2883,-1.61207,1.15799,-1.00439
-6.91022,1,1.14303,1,1,0,7.01355,-1.49162,0.717035,-0.795847
-7.81053,0.867735,1.14303,1,3,0,7.85447,-2.17177,-0.467608,-1.77222
-7.97695,0.977001,1.14303,1,1,0,8.12888,-2.26314,0.869463,-1.86933
-6.83172,0.889151,1.14303,1,3,0,8.35196,-0.8316,-2.75039,0.639682
-6.84534,0.995461,1.14303,1,1,0,6.87007,-0.811148,0.350828,0.69175
-7.8246,0.658358,1.14303,2,3,0,8.93683,-2.17969,2.35254,-1.78092
-6.83905,0.899636,1.14303,1,3,0,8.1735,-0.820393,-2.57685,0.668162
-7.24515,0.934758,1.14303,2,3,0,7.25219,-1.80723,-0.187211,-1.30832
-7.4096,0.970272,1.14303,1,1,0,7.47827,-1.92539,-0.584558,-1.47286
-6.85235,0.983602,1.14303,2,3,0,7.5838,-1.41153,1.90778,-0.648084
-8.02608,0.804841,1.14303,1,3,0,8.16353,-2.28923,0.827003,-1.89578
-6.80595,0.992251,1.14303,1,3,0,7.93278,-1.33009,2.36792,-0.490267
-6.96581,0.845202,1.14303,2,3,0,7.9296,-1.55673,2.18993,-0.91061
-6.75575,0.961021,1.14303,2,3,0,7.2119,-1.01628,-1.50657,0.189025
-6.74826,0.999796,1.14303,1,3,0,6.7557,-1.11332,-0.192376,-0.0329775
-6.76886,0.99489,1.14303,1,3,0,6.77074,-1.2363,-0.0967785,-0.299033
-7.0256,0.714752,1.14303,2,3,0,8.54778,-1.61879,-2.75215,-1.01554
-6.84059,0.801172,1.14303,2,3,0,8.70504,-1.39287,3.04589,-0.612593
-7.03777,0.954116,1.14303,1,1,0,7.03887,-1.63066,0.0739872,-1.03512
-7.65946,0.909051,1.14303,1,3,0,7.65966,-2.08408,-0.0312768,-1.67215
-6.78642,1,1.14303,2,3,0,7.45308,-0.916567,-1.82134,0.427894
-6.85406,0.978055,1.14303,1,1,0,6.85902,-0.798814,-0.157096,0.723351
-6.75508,1,1.14303,1,3,0,6.82372,-1.01991,0.584427,0.180549
-6.75508,0.648038,1.14303,1,3,0,8.43814,-1.01991,2.89393,0.180549
-6.98276,0.94342,1.14303,1,3,0,6.98809,-0.657148,0.162898,1.09657
-6.80857,1,1.14303,1,1,0,6.92905,-0.870834,0.774293,0.540969
-7.13603,0.95012,1.14303,2,3,0,7.13758,-0.535734,0.08796,1.43017
-6.75038,1,1.14303,1,3,0,7.03268,-1.05298,-1.18521,0.103848
-7.34042,0.857042,1.14303,1,3,0,7.36928,-0.408742,-0.378946,1.79056
-6.87262,1,1.14303,1,1,0,7.18422,-0.774233,-1.2452,0.786769
-6.74812,0.985809,1.14303,2,3,0,6.94864,-1.10802,-0.998893,-0.0211212
-7.08511,0.914827,1.14303,1,3,0,7.11834,-0.572666,0.406624,1.32746
-7.28565,0.782704,1.14303,1,3,0,8.07411,-1.83767,1.98075,-1.35207
-7.23921,1,1.14303,1,1,0,7.37437,-1.80267,0.820108,-1.30169
-6.89492,0.977144,1.14303,2,3,0,7.5051,-1.47194,1.74248,-0.76023
-8.6951,0.783979,1.14303,2,3,0,9.00918,-2.61625,-1.25015,-2.1828
-6.80777,0.947208,1.14303,1,3,0,8.70911,-1.33378,-3.07587,-0.497573
-6.84382,0.990826,1.14303,1,1,0,6.85318,-1.39809,0.215815,-0.622566
-7.14139,0.952591,1.14303,1,3,0,7.14161,-1.724,0.0328842,-1.18372
-6.76143,1,1.14303,2,3,0,7.0726,-0.990407,-1.24434,0.24998
-6.84015,0.973251,1.14303,1,3,0,6.89556,-1.39214,-0.525123,-0.611202
-6.81803,0.917804,1.14303,2,3,0,7.5272,-1.35361,1.87851,-0.536638
-6.75117,0.996427,1.14303,1,3,0,6.82378,-1.04595,-0.601076,0.120052
-6.76446,0.995933,1.14303,1,1,0,6.7645,-0.978894,0.0125515,0.277336
-6.83381,0.978034,1.14303,1,1,0,6.83418,-0.828358,-0.0426228,0.647909
-7.18536,0.884793,1.14303,1,1,0,7.19059,-0.502332,-0.16129,1.52391
-6.90743,1,1.14303,1,1,0,7.11372,-0.732826,1.01315,0.894898
-7.45389,0.820743,1.14303,1,1,0,7.47037,-0.348319,-0.286357,1.96548
-7.06889,1,1.14303,2,3,0,7.38511,-0.585041,-1.25439,1.29328
-7.46588,0.952562,1.14303,2,3,0,7.53942,-0.342242,0.604922,1.98318
-7.28248,0.763609,1.14303,1,3,0,8.51763,-1.83533,-2.47911,-1.34874
-6.85098,0.91062,1.14303,2,3,0,8.05756,-0.80311,-2.45029,0.712327
-6.74809,1,1.14303,1,3,0,6.83302,-1.10631,-0.650082,-0.0172852
-6.79764,0.98549,1.14303,2,3,0,6.83193,-0.892061,-0.413052,0.488215
-7.07115,0.911471,1.14303,1,1,0,7.07213,-0.583301,-0.0698039,1.29808
-6.96033,1,1.14303,1,1,0,7.08923,-0.678143,0.800876,1.04011
-7.85908,0.863991,1.14303,2,3,0,7.87917,-0.166789,0.31619,2.50079
-12.4271,0.176934,1.14303,1,1,0,12.5578,0.941775,0.806652,5.6335
-7.62109,1,1.14303,1,1,0,10.6638,-0.26804,3.89106,2.20066
-7.04906,1,1.14303,2,3,0,7.48298,-1.64147,-1.46942,-1.05282
-7.25406,0.959107,1.14303,1,1,0,7.28274,-1.81401,-0.377785,-1.31815
-6.81757,1,1.14303,2,3,0,7.1376,-0.854779,-1.26191,0.581176
-8.40104,0.588116,1.14303,1,3,0,9.51059,-2.47807,2.34969,-2.07108
-8.21276,1,1.14303,1,1,0,8.57268,-2.38533,1.33826,-1.98842
-7.16246,0.976776,1.14303,1,3,0,8.04291,-1.7416,2.0931,-1.21068
-6.77658,1,1.14303,2,3,0,7.07725,-0.941306,-1.22315,0.36764
-6.80225,0.885592,1.14303,2,3,0,7.31427,-1.32243,-1.59617,-0.475034
-6.82867,0.976596,1.14303,2,3,0,6.9803,-0.836413,0.868606,0.62749
-7.19082,0.881746,1.14303,1,1,0,7.19486,-0.498759,-0.141737,1.53399
-6.74812,1,1.14303,1,3,0,7.09507,-1.10786,1.31394,-0.020749
